"Name","Team","GS","G","IP","W","L","QS","SV","HLD","H","ER","HR","SO","BB","WHIP","K/9","BB/9","ERA","FIP","-1","WAR","RA9-WAR","-1","ADP","playerid"
"Tyrone Yulie","NYY","0","0","1.0","0","0","0","0","0","1","1","0","1","1","1.80","5.43","5.94","6.41","6.55","","0.0","0.0","","999.0","sa3010246"
"Cesar Alvarez","BAL","0","0","1.0","0","0","0","0","0","1","1","0","1","1","1.87","4.64","6.19","6.55","6.57","","0.0","0.0","","999.0","sa3015418"
"Sonny Vargas","","0","0","1.0","0","0","0","0","0","1","1","0","1","1","1.92","4.64","6.71","6.48","6.57","","0.0","0.0","","999.0","sa3006163"
"Tanner Cooper","CIN","0","0","1.0","0","0","0","0","0","1","1","0","1","1","1.74","5.01","4.57","6.74","6.57","","0.0","0.0","","999.0","sa1170930"
"Benjamin Arias","STL","0","0","1.0","0","0","0","0","0","1","1","0","0","1","1.85","4.11","6.08","6.44","6.58","","0.0","0.0","","999.0","sa3008724"
"Edwar Polimir","NYY","0","0","1.0","0","0","0","0","0","1","1","0","1","1","1.95","4.85","7.17","6.45","6.58","","0.0","0.0","","999.0","sa3017552"
"Tony Locey","COL","0","0","1.0","0","0","0","0","0","1","1","0","1","1","1.80","5.81","5.07","7.13","6.59","","0.0","0.0","","999.0","sa3011123"
"Jose Franco","CIN","0","0","1.0","0","0","0","0","0","1","1","0","1","1","1.79","6.29","5.85","6.69","6.59","","0.0","0.0","","999.0","sa3008714"
"Henry Lalane","","0","0","1.0","0","0","0","0","0","1","1","0","0","1","1.93","4.32","6.72","6.49","6.60","","0.0","0.0","","999.0","sa3016066"
"Leandro Calderon","TEX","0","0","1.0","0","0","0","0","0","1","1","0","1","1","1.94","5.24","7.10","6.62","6.60","","0.0","0.0","","999.0","sa3016748"
"Rolando Gutierrez","ATL","0","0","1.0","0","0","0","0","0","1","1","0","0","1","1.96","4.33","6.70","6.68","6.60","","0.0","0.0","","999.0","sa3018372"
"Abdiel Medina","SEA","0","0","1.0","0","0","0","0","0","1","1","0","0","1","1.84","4.28","5.94","6.44","6.61","","0.0","0.0","","999.0","sa3009206"
"Jean Munoz","","0","0","1.0","0","0","0","0","0","1","1","0","0","1","1.89","4.45","6.40","6.61","6.61","","0.0","0.0","","999.0","sa3016594"
"Jorge Martinez","SFG","0","0","1.0","0","0","0","0","0","1","1","0","1","1","1.88","4.66","6.30","6.66","6.61","","0.0","0.0","","999.0","sa3016472"
"Aldo Leija","","0","0","1.0","0","0","0","0","0","1","1","0","1","1","1.87","4.58","6.18","6.66","6.61","","0.0","0.0","","999.0","sa3018330"
"Shea Barry","HOU","0","0","1.0","0","0","0","0","0","1","1","0","0","1","1.88","4.45","6.30","6.55","6.62","","0.0","0.0","","999.0","sa1170345"
"Andres Silvera","","0","0","1.0","0","0","0","0","0","1","1","0","0","1","1.86","4.26","5.96","6.64","6.62","","0.0","0.0","","999.0","sa3016284"
"Rayner Castillo","DET","0","0","1.0","0","0","0","0","0","1","1","0","0","1","1.89","3.75","6.08","6.69","6.62","","0.0","0.0","","999.0","sa3015487"
"Adriel Gonzalez","OAK","0","0","1.0","0","0","0","0","0","1","1","0","0","1","1.90","4.22","6.28","6.67","6.62","","0.0","0.0","","999.0","sa3009230"
"Roger Rodriguez","OAK","0","0","1.0","0","0","0","0","0","1","1","0","0","1","1.89","4.25","6.19","6.68","6.63","","0.0","0.0","","999.0","sa3009234"
"Fernando Perez","TOR","0","0","1.0","0","0","0","0","0","1","1","0","0","1","1.88","4.26","5.96","6.73","6.63","","0.0","0.0","","999.0","sa3018826"
"Randy Lara","WSN","0","0","1.0","0","0","0","0","0","1","1","0","0","1","1.90","4.38","6.32","6.68","6.63","","0.0","0.0","","999.0","sa3016245"
"Mauricio Estrella","SFG","0","0","1.0","0","0","0","0","0","1","1","0","0","1","1.88","4.28","6.04","6.71","6.64","","0.0","0.0","","999.0","sa3018857"
"Henry Baez","SDP","0","0","1.0","0","0","0","0","0","1","1","0","0","1","1.88","4.38","6.50","6.49","6.64","","0.0","0.0","","999.0","sa3016584"
"Lisander De La Cruz","SFG","0","0","1.0","0","0","0","0","0","1","1","0","0","1","1.97","4.45","7.01","6.78","6.64","","0.0","0.0","","999.0","sa3015361"
"Brock Selvidge","NYY","0","0","1.0","0","0","0","0","0","1","1","0","1","1","1.91","4.80","6.74","6.45","6.64","","0.0","0.0","","999.0","sa3017950"
"Reynardo Cruz","CIN","0","0","1.0","0","0","0","0","0","1","1","0","1","1","1.87","5.57","6.15","6.80","6.64","","0.0","0.0","","999.0","sa3016032"
"Emmanuel Reyes","KCR","0","0","1.0","0","0","0","0","0","1","1","0","0","1","1.87","4.42","5.99","6.73","6.65","","0.0","0.0","","999.0","sa3019071"
"Felix Arronde","KCR","0","0","1.0","0","0","0","0","0","1","1","0","0","1","1.91","4.43","6.41","6.70","6.65","","0.0","0.0","","999.0","sa3016526"
"Jose Catano","KCR","0","0","1.0","0","0","0","0","0","1","1","0","1","1","1.95","4.67","7.30","6.53","6.65","","0.0","0.0","","999.0","sa3011683"
"Yorman Gomez","CLE","0","0","1.0","0","0","0","0","0","1","1","0","0","1","1.86","4.38","5.92","6.73","6.65","","0.0","0.0","","999.0","sa3015931"
"Ricardo Silva","","0","0","1.0","0","0","0","0","0","1","1","0","0","1","1.92","4.03","6.43","6.59","6.65","","0.0","0.0","","999.0","sa3002986"
"Frederic Garcia","CLE","0","0","1.0","0","0","0","0","0","1","1","0","1","1","1.93","4.61","6.72","6.68","6.66","","0.0","0.0","","999.0","sa3006575"
"Arij Fransen","CIN","0","0","1.0","0","0","0","0","0","1","1","0","1","1","1.80","4.64","5.05","6.84","6.67","","0.0","0.0","","999.0","sa3015369"
"Delvis Alegre","MIA","0","0","1.0","0","0","0","0","0","1","1","0","0","1","1.93","4.24","6.59","6.71","6.67","","0.0","0.0","","999.0","sa3006352"
"Didier Fuentes","","0","0","1.0","0","0","0","0","0","1","1","0","0","1","1.90","4.46","6.34","6.73","6.67","","0.0","0.0","","999.0","sa3018841"
"Maxwel Hernandez","PHI","0","0","1.0","0","0","0","0","0","1","1","0","0","1","1.90","4.35","6.32","6.73","6.67","","0.0","0.0","","999.0","sa3018822"
"Luis Serna","NYY","0","0","1.0","0","0","0","0","0","1","1","0","1","1","1.88","5.00","6.40","6.58","6.68","","0.0","0.0","","999.0","sa3016528"
"Enmanuel De La Cruz","","0","0","1.0","0","0","0","0","0","1","1","0","0","1","1.90","4.24","6.28","6.73","6.69","","0.0","0.0","","999.0","sa3010378"
"Sadiel Baro","LAA","0","0","1.0","0","0","0","0","0","1","1","0","0","1","1.94","4.41","6.87","6.59","6.69","","0.0","0.0","","999.0","sa3019136"
"Darlin Saladin","STL","0","0","1.0","0","0","0","0","0","1","1","0","0","1","1.94","4.08","6.59","6.74","6.70","","0.0","0.0","","999.0","sa3015949"
"Miguel Olivares","MIN","0","0","1.0","0","0","0","0","0","1","1","0","0","1","1.94","4.46","6.76","6.73","6.70","","0.0","0.0","","999.0","sa3018813"
"Luis Gomez","PHI","0","0","1.0","0","0","0","0","0","1","1","0","0","1","1.91","4.25","6.36","6.76","6.71","","0.0","0.0","","999.0","sa3006376"
"Samuel Rodriguez","CHC","0","0","1.0","0","0","0","0","0","1","1","0","0","1","1.98","4.11","7.12","6.55","6.71","","0.0","0.0","","999.0","sa3015438"
"Freddery Paulino","","0","0","1.0","0","0","0","0","0","1","1","0","0","1","1.91","3.70","6.17","6.74","6.71","","0.0","0.0","","999.0","sa3005881"
"Jonney Rosario","SDP","0","0","1.0","0","0","0","0","0","1","1","0","0","1","1.92","4.27","6.53","6.75","6.71","","0.0","0.0","","999.0","sa3016616"
"Luis Bermudez","","0","0","1.0","0","0","0","0","0","1","1","0","0","1","1.93","4.20","6.48","6.78","6.71","","0.0","0.0","","999.0","sa3018317"
"Hunter Parks","CIN","0","0","1.0","0","0","0","0","0","1","1","0","1","1","1.85","5.66","6.05","6.84","6.71","","0.0","0.0","","999.0","sa3017640"
"Jonathan Petit","PHI","0","0","1.0","0","0","0","0","0","1","1","0","0","1","1.87","4.33","5.97","6.69","6.71","","0.0","0.0","","999.0","sa3016842"
"Claudio Galva","COL","0","0","1.0","0","0","0","0","0","1","1","0","0","1","1.89","4.40","6.27","6.75","6.72","","0.0","0.0","","999.0","sa3016274"
"Rolfi Jimenez","SFG","0","0","1.0","0","0","0","0","0","1","1","0","0","1","1.96","4.00","6.71","6.90","6.72","","0.0","0.0","","999.0","sa3016471"
"Dan Hammer","BAL","0","0","1.0","0","0","0","0","0","1","1","0","1","1","1.88","5.74","6.90","6.62","6.73","","0.0","0.0","","999.0","sa3011525"
"Brayan Mendoza","TEX","0","0","1.0","0","0","0","0","0","1","1","0","0","1","1.97","4.47","7.16","6.56","6.73","","0.0","0.0","","999.0","sa3015477"
"David Morillo","SEA","0","0","1.0","0","0","0","0","0","1","1","0","1","1","1.88","4.64","6.51","6.52","6.73","","0.0","0.0","","999.0","sa3009610"
"Lisandro Almonte","ARI","0","0","1.0","0","0","0","0","0","1","1","0","0","1","1.94","4.46","6.78","6.76","6.73","","0.0","0.0","","999.0","sa3015497"
"Alvaro Mejias","BOS","0","0","1.0","0","0","0","0","0","1","1","0","0","1","1.89","4.44","6.27","6.80","6.73","","0.0","0.0","","999.0","sa3017657"
"Melvin Pineda","SFG","0","0","1.0","0","0","0","0","0","1","1","0","1","1","1.93","4.69","6.76","6.80","6.74","","0.0","0.0","","999.0","sa3018815"
"Anfernny Reyes","MIL","0","0","1.0","0","0","0","0","0","1","1","0","0","1","1.97","4.25","7.07","6.64","6.74","","0.0","0.0","","999.0","sa3018807"
"Mauricio Veliz","KCR","0","0","1.0","0","0","0","0","0","1","1","0","0","1","1.96","3.61","6.64","6.87","6.74","","0.0","0.0","","999.0","sa3015959"
"Bryan Perez","COL","0","0","1.0","0","0","0","0","0","1","1","0","0","1","1.92","4.17","6.42","6.81","6.74","","0.0","0.0","","999.0","sa3016515"
"Eybersson Polanco","","0","0","1.0","0","0","0","0","0","1","1","0","0","1","1.92","4.35","6.47","6.83","6.75","","0.0","0.0","","999.0","sa3018301"
"Luis Vizcaino","MIA","0","0","1.0","0","0","0","0","0","1","1","0","0","1","1.94","4.26","6.66","6.82","6.75","","0.0","0.0","","999.0","sa3011812"
"Evelio Hernandez","CLE","0","0","1.0","0","0","0","0","0","1","1","0","1","1","1.92","4.59","6.55","6.84","6.76","","0.0","0.0","","999.0","sa3019487"
"Austin Aldeano","CLE","0","0","1.0","0","0","0","0","0","1","1","0","0","1","1.88","3.96","5.87","6.82","6.76","","0.0","0.0","","999.0","sa3016259"
"Ricardo Estrada","SFG","0","0","1.0","0","0","0","0","0","1","1","0","0","1","1.95","4.18","6.84","6.69","6.76","","0.0","0.0","","999.0","sa3016017"
"Domingo Mejia","MIL","0","0","1.0","0","0","0","0","0","1","1","0","1","1","1.87","4.60","6.21","6.71","6.76","","0.0","0.0","","999.0","sa3016622"
"Luis Arejula","NYY","0","0","1.0","0","0","0","0","0","1","1","0","1","1","1.90","5.02","6.64","6.65","6.77","","0.0","0.0","","999.0","sa3016619"
"Bryan Bautista","BAL","0","0","1.0","0","0","0","0","0","1","1","0","0","1","1.91","4.33","6.33","6.87","6.77","","0.0","0.0","","999.0","sa3018820"
"Javier Fuenmayor","PHI","0","0","1.0","0","0","0","0","0","1","1","0","0","1","1.95","3.85","6.48","6.84","6.78","","0.0","0.0","","999.0","sa3015965"
"Jhosep Chirinos","SDP","0","0","1.0","0","0","0","0","0","1","1","0","1","1","1.93","4.61","6.74","6.83","6.78","","0.0","0.0","","999.0","sa3019144"
"Abel Brito","CLE","0","0","1.0","0","0","0","0","0","1","1","0","0","1","1.94","4.17","6.62","6.84","6.78","","0.0","0.0","","999.0","sa3015458"
"Victor Simeon","TEX","0","0","1.0","0","0","0","0","0","1","1","0","0","1","1.93","4.39","6.64","6.83","6.78","","0.0","0.0","","999.0","sa3011677"
"Jesus A. Rodriguez","DET","0","0","1.0","0","0","0","0","0","1","1","0","0","1","1.96","4.38","7.02","6.67","6.78","","0.0","0.0","","999.0","sa3016281"
"Deretd Parra","TEX","0","0","1.0","0","0","0","0","0","1","1","0","0","1","1.95","4.31","6.76","6.79","6.79","","0.0","0.0","","999.0","sa3011624"
"Ricardo Yan","ARI","0","0","1.0","0","0","0","0","0","1","1","0","0","1","1.97","4.29","6.90","6.84","6.79","","0.0","0.0","","999.0","sa3016056"
"Gerelmi Maldonado","SFG","0","0","1.0","0","0","0","0","0","1","1","0","1","1","1.95","4.80","6.99","6.85","6.80","","0.0","0.0","","999.0","sa3016018"
"Jose Valdez","ARI","0","0","1.0","0","0","0","0","0","1","1","0","0","1","1.95","4.44","6.77","6.85","6.80","","0.0","0.0","","999.0","sa3011438"
"Ismael Mota","SFG","0","0","1.0","0","0","0","0","0","1","1","0","1","1","1.91","4.50","6.50","6.84","6.80","","0.0","0.0","","999.0","sa3016586"
"Wilmer Ortega","STL","0","0","1.0","0","0","0","0","0","1","1","0","0","1","1.91","4.17","6.60","6.67","6.80","","0.0","0.0","","999.0","sa3009788"
"Gerlin Rosario","","0","0","1.0","0","0","0","0","0","1","1","0","0","1","1.90","3.89","6.00","6.89","6.80","","0.0","0.0","","999.0","sa3019251"
"Osbriel Mogollon","MIL","0","0","1.0","0","0","0","0","0","1","1","0","1","1","1.97","4.68","7.29","6.70","6.80","","0.0","0.0","","999.0","sa3019150"
"Alejandro Manzano","","0","0","1.0","0","0","0","0","0","1","1","0","0","1","1.92","4.15","6.38","6.88","6.80","","0.0","0.0","","999.0","sa3019125"
"Carlos Sarmiento","OAK","0","0","1.0","0","0","0","0","0","1","1","0","0","1","1.96","4.02","6.83","6.70","6.80","","0.0","0.0","","999.0","sa3016593"
"Redinson Gomez","COL","0","0","1.0","0","0","0","0","0","1","1","0","0","1","1.90","4.03","6.15","6.85","6.81","","0.0","0.0","","999.0","sa3016612"
"Jose Nodal","HOU","0","0","1.0","0","0","0","0","0","1","1","0","1","1","2.00","4.52","7.56","6.57","6.81","","0.0","0.0","","999.0","sa3009754"
"Ismael Luciano","COL","0","0","1.0","0","0","0","0","0","1","1","0","0","1","1.94","4.23","6.60","6.88","6.81","","0.0","0.0","","999.0","sa3016227"
"Marcos  Fortunato","WSN","0","0","1.0","0","0","0","0","0","1","1","0","0","1","1.92","4.17","6.34","6.87","6.81","","0.0","0.0","","999.0","sa3019391"
"Alexander Beltre","","0","0","1.0","0","0","0","0","0","1","1","0","0","1","1.96","4.36","7.04","6.71","6.81","","0.0","0.0","","999.0","sa3015444"
"Gustavo Rivas","WSN","0","0","1.0","0","0","0","0","0","1","1","0","0","1","1.93","4.08","6.45","6.89","6.81","","0.0","0.0","","999.0","sa3016503"
"Jefrem Leon","WSN","0","0","1.0","0","0","0","0","0","1","1","0","0","1","1.91","4.39","6.45","6.86","6.81","","0.0","0.0","","999.0","sa3016019"
"Gerado Salas","STL","0","0","1.0","0","0","0","0","0","1","1","0","0","1","1.87","4.32","5.92","6.91","6.81","","0.0","0.0","","999.0","sa3016216"
"Doimil Perez","WSN","0","0","1.0","0","0","0","0","0","1","1","0","0","1","1.94","4.31","6.63","6.85","6.82","","0.0","0.0","","999.0","sa3017104"
"Joiner Vicent","","0","0","1.0","0","0","0","0","0","1","1","0","0","1","1.96","4.36","6.88","6.85","6.82","","0.0","0.0","","999.0","sa3015439"
"Reibyn Corona","ATL","0","0","1.0","0","0","0","0","0","1","1","0","0","1","1.96","4.48","6.61","7.03","6.82","","0.0","0.0","","999.0","sa3009521"
"Juan Oramas","NYM","0","0","1.0","0","0","0","0","0","1","1","0","0","1","1.93","4.28","6.54","6.89","6.82","","0.0","0.0","","999.0","sa3018853"
"Ricardo Leon","","0","0","1.0","0","0","0","0","0","1","1","0","0","1","1.99","4.47","7.33","6.72","6.82","","0.0","0.0","","999.0","sa3007601"
"Abel Mercedes","HOU","0","0","1.0","0","0","0","0","0","1","1","0","1","1","2.00","4.71","7.44","6.86","6.82","","0.0","0.0","","999.0","sa3017013"
"Brayan Palencia","SFG","0","0","1.0","0","0","0","0","0","1","1","0","0","1","1.92","4.29","6.45","6.86","6.82","","0.0","0.0","","999.0","sa3016011"
"Javier Chacon","SDP","0","0","1.0","0","0","0","0","0","1","1","0","1","1","1.96","4.73","7.48","6.50","6.83","","0.0","0.0","","999.0","sa3015312"
"Alexander Alberto","TBR","0","0","1.0","0","0","0","0","0","1","1","0","0","1","1.96","4.19","7.06","6.73","6.83","","0.0","0.0","","999.0","sa3015986"
"Wilkerman Munoz","TEX","0","0","1.0","0","0","0","0","0","1","1","0","0","1","1.92","4.12","6.36","6.90","6.83","","0.0","0.0","","999.0","sa3016487"
"Luis Osorio","BAL","0","0","1.0","0","0","0","0","0","1","1","0","0","1","1.95","4.02","6.70","6.85","6.83","","0.0","0.0","","999.0","sa3015988"
"Alexander Johnson","CIN","0","0","1.0","0","0","0","0","0","1","1","0","1","1","1.88","5.63","6.25","7.01","6.83","","0.0","0.0","","999.0","sa3015278"
"Deyer Zapata","ARI","0","0","1.0","0","0","0","0","0","1","1","0","0","1","1.95","4.46","6.97","6.74","6.83","","0.0","0.0","","999.0","sa3016063"
"Orlando Gil","TEX","0","0","1.0","0","0","0","0","0","1","1","0","0","1","1.95","4.50","6.85","6.89","6.83","","0.0","0.0","","999.0","sa3008707"
"Jairo Vasquez","BAL","0","0","1.0","0","0","0","0","0","1","1","0","0","1","1.96","4.12","6.72","6.88","6.83","","0.0","0.0","","999.0","sa3010578"
"Jhoniel Serrano","MIA","0","0","1.0","0","0","0","0","0","1","1","0","0","1","1.97","4.09","6.98","6.87","6.83","","0.0","0.0","","999.0","sa3016710"
"Pedro Garcia","DET","0","0","1.0","0","0","0","0","0","1","1","0","0","1","1.89","4.21","6.20","6.86","6.83","","0.0","0.0","","999.0","sa3018872"
"Patricio Aquino","MIL","0","0","1.0","0","0","0","0","0","1","1","0","1","1","1.92","4.89","6.82","6.78","6.83","","0.0","0.0","","999.0","sa3016510"
"Biembenido  Brito","TEX","0","0","1.0","0","0","0","0","0","1","1","0","1","1","1.94","4.98","6.91","6.89","6.84","","0.0","0.0","","999.0","sa3019257"
"Carlos Gutierrez","MIN","0","0","1.0","0","0","0","0","0","1","1","0","0","1","1.96","4.50","6.98","6.85","6.84","","0.0","0.0","","999.0","sa3009226"
"Sergio Caruci","TOR","0","0","1.0","0","0","0","0","0","1","1","0","1","1","1.89","4.53","6.43","6.77","6.84","","0.0","0.0","","999.0","sa3015448"
"Daniel Corniel","MIL","0","0","1.0","0","0","0","0","0","1","1","0","0","1","1.93","4.34","6.53","6.90","6.84","","0.0","0.0","","999.0","sa3019395"
"Frankeli Arias","CHW","0","0","1.0","0","0","0","0","0","1","1","0","0","1","1.96","4.41","7.06","6.73","6.84","","0.0","0.0","","999.0","sa3018352"
"Olmandi Diaz","CLE","0","0","1.0","0","0","0","0","0","1","1","0","0","1","1.92","3.69","6.16","6.92","6.85","","0.0","0.0","","999.0","sa3016484"
"Luis Cohen","BOS","0","0","1.0","0","0","0","0","0","1","1","0","0","1","1.92","4.15","6.33","6.94","6.85","","0.0","0.0","","999.0","sa3019269"
"Kristian Cardozo","SEA","0","0","1.0","0","0","0","0","0","1","1","0","0","1","1.92","4.06","6.35","6.91","6.85","","0.0","0.0","","999.0","sa3014706"
"David Tiburcio","LAD","0","0","1.0","0","0","0","0","0","1","1","0","0","1","1.95","4.17","6.73","6.87","6.85","","0.0","0.0","","999.0","sa3016010"
"Edgar Portes","BAL","0","0","1.0","0","0","0","0","0","1","1","0","1","1","1.84","4.71","5.94","6.78","6.85","","0.0","0.0","","999.0","sa3015386"
"Luis Gonzalez","PHI","0","0","1.0","0","0","0","0","0","1","1","0","0","1","1.92","3.69","6.07","6.96","6.85","","0.0","0.0","","999.0","sa3019164"
"Donal Montas","DET","0","0","1.0","0","0","0","0","0","1","1","0","0","1","1.93","4.37","6.60","6.88","6.86","","0.0","0.0","","999.0","sa3019394"
"Jose Ramirez","BAL","0","0","1.0","0","0","0","0","0","1","1","0","1","1","2.04","4.78","7.96","6.72","6.86","","0.0","0.0","","999.0","sa3015929"
"Pedro Almanzar","CLE","0","0","1.0","0","0","0","0","0","1","1","0","0","1","1.93","4.05","6.39","6.92","6.86","","0.0","0.0","","999.0","sa3015967"
"Abrahan Tejada","CLE","0","0","1.0","0","0","0","0","0","1","1","0","0","1","1.96","4.01","6.68","6.94","6.86","","0.0","0.0","","999.0","sa3019146"
"Manuel Cazorla","LAA","0","0","1.0","0","0","0","0","0","1","1","0","0","1","1.97","4.07","6.95","6.78","6.86","","0.0","0.0","","999.0","sa3018829"
"Isaias Uribe","PIT","0","0","1.0","0","0","0","0","0","1","1","0","0","1","1.95","4.20","6.81","6.79","6.86","","0.0","0.0","","999.0","sa3016486"
"Luis Joseph","LAD","0","0","1.0","0","0","0","0","0","1","1","0","0","1","1.91","4.05","6.09","6.99","6.87","","0.0","0.0","","999.0","sa3016602"
"Bryan Polanco","WSN","0","0","1.0","0","0","0","0","0","1","1","0","0","1","1.94","4.48","6.72","6.95","6.87","","0.0","0.0","","999.0","sa3016915"
"Santiago Quintero","LAA","0","0","1.0","0","0","0","0","0","1","1","0","0","1","2.03","4.44","7.69","6.76","6.87","","0.0","0.0","","999.0","sa3019072"
"Rafael Garcia","MIL","0","0","1.0","0","0","0","0","0","1","1","0","0","1","1.96","4.17","6.70","6.97","6.88","","0.0","0.0","","999.0","sa3008702"
"Elkyn Chirinos","CIN","0","0","1.0","0","0","0","0","0","1","1","0","0","1","1.94","4.25","6.57","6.95","6.88","","0.0","0.0","","999.0","sa3011775"
"Diego Navarro","CLE","0","0","1.0","0","0","0","0","0","1","1","0","0","1","1.90","4.21","6.17","6.96","6.88","","0.0","0.0","","999.0","sa3016591"
"Candido Cuevas","NYM","0","0","1.0","0","0","0","0","0","1","1","0","1","1","1.99","4.73","7.36","6.81","6.88","","0.0","0.0","","999.0","sa3018305"
"Keneth Quintanilla","PIT","0","0","1.0","0","0","0","0","0","1","1","0","0","1","1.95","4.41","6.76","6.96","6.88","","0.0","0.0","","999.0","sa3016796"
"Edwin Moreno","DET","0","0","1.0","0","0","0","0","0","1","1","0","0","1","1.96","4.49","6.89","6.93","6.89","","0.0","0.0","","999.0","sa3019166"
"Bryan Mena","COL","0","0","1.0","0","0","0","0","0","1","1","0","0","1","1.93","4.14","6.49","6.95","6.89","","0.0","0.0","","999.0","sa3016613"
"Cesar Jimenez","ARI","0","0","1.0","0","0","0","0","0","1","1","0","0","1","1.95","4.07","6.61","6.97","6.89","","0.0","0.0","","999.0","sa3019381"
"Brayan Restituyo","OAK","0","0","1.0","0","0","0","0","0","1","1","0","1","1","2.00","4.60","7.51","6.79","6.89","","0.0","0.0","","999.0","sa3015461"
"Luis Hernandez","TBR","0","0","1.0","0","0","0","0","0","1","1","0","0","1","1.93","4.30","6.53","6.96","6.90","","0.0","0.0","","999.0","sa3018812"
"Daniel Guerrero","NYY","0","0","1.0","0","0","0","0","0","1","1","0","0","1","1.98","4.19","6.94","6.96","6.90","","0.0","0.0","","999.0","sa3017789"
"Yenrri Rojas","CHC","0","0","1.0","0","0","0","0","0","1","1","0","0","1","1.94","3.68","6.31","6.98","6.90","","0.0","0.0","","999.0","sa3018366"
"Rolando Sirit","DET","0","0","1.0","0","0","0","0","0","1","1","0","0","1","1.96","4.21","6.77","6.96","6.90","","0.0","0.0","","999.0","sa3010245"
"Willian Colmenares","BOS","0","0","1.0","0","0","0","0","0","1","1","0","0","1","1.96","4.24","6.78","6.98","6.90","","0.0","0.0","","999.0","sa3018852"
"Bernardo Hiraldo","WSN","0","0","1.0","0","0","0","0","0","1","1","0","0","1","1.92","4.13","6.36","6.98","6.90","","0.0","0.0","","999.0","sa3009812"
"Aldrin Batista","LAD","0","0","1.0","0","0","0","0","0","1","1","0","0","1","1.97","4.16","6.84","6.96","6.90","","0.0","0.0","","999.0","sa3019119"
"Joneiker Arellano","CIN","0","0","1.0","0","0","0","0","0","1","1","0","0","1","1.94","4.12","6.48","7.02","6.91","","0.0","0.0","","999.0","sa3018831"
"Jeffrey German","PHI","0","0","1.0","0","0","0","0","0","1","1","0","0","1","1.97","4.34","6.84","7.00","6.91","","0.0","0.0","","999.0","sa3018324"
"Johnny Grullon","SFG","0","0","1.0","0","0","0","0","0","1","1","0","0","1","2.00","4.00","7.17","6.83","6.91","","0.0","0.0","","999.0","sa3016600"
"Kevin Briceno","MIL","0","0","1.0","0","0","0","0","0","1","1","0","0","1","1.90","4.42","6.37","6.89","6.92","","0.0","0.0","","999.0","sa3017317"
"Alessandro Ercolani","PIT","0","0","1.0","0","0","0","0","0","1","1","0","0","1","2.00","4.40","7.16","7.07","6.92","","0.0","0.0","","999.0","sa3016714"
"Jared Albir","MIL","0","0","1.0","0","0","0","0","0","1","1","0","0","1","2.00","4.04","7.01","6.98","6.92","","0.0","0.0","","999.0","sa3016263"
"Johan Simon","TOR","0","0","1.0","0","0","0","0","0","1","1","0","1","1","1.99","4.76","7.56","6.70","6.92","","0.0","0.0","","999.0","sa3015481"
"Javier Tovar","CLE","0","0","1.0","0","0","0","0","0","1","1","0","0","1","1.94","4.18","6.49","7.01","6.92","","0.0","0.0","","999.0","sa3016944"
"Ledwin Taveras","MIN","0","0","1.0","0","0","0","0","0","1","1","0","0","1","1.96","4.08","6.68","7.00","6.93","","0.0","0.0","","999.0","sa3019065"
"Alain Pena","HOU","0","0","1.0","0","0","0","0","0","1","1","0","0","1","1.98","4.29","6.98","6.99","6.93","","0.0","0.0","","999.0","sa3019050"
"Vince Sanchez","ARI","0","0","1.0","0","0","0","0","0","1","1","0","0","1","1.95","4.18","6.64","7.00","6.93","","0.0","0.0","","999.0","sa3019298"
"Jeremy Molero","HOU","0","0","1.0","0","0","0","0","0","1","1","0","1","1","1.98","4.91","7.35","6.90","6.93","","0.0","0.0","","999.0","sa3006110"
"Danny Chang","","0","0","1.0","0","0","0","0","0","1","1","0","1","1","2.02","4.65","7.69","6.81","6.93","","0.0","0.0","","999.0","sa3009989"
"Jose Gonzalez","TEX","0","0","1.0","0","0","0","0","0","1","1","0","0","1","1.96","4.24","6.69","6.99","6.94","","0.0","0.0","","999.0","sa3015415"
"Weskendry Espinoza","KCR","0","0","1.0","0","0","0","0","0","1","1","0","0","1","1.95","3.89","6.55","7.01","6.94","","0.0","0.0","","999.0","sa3016046"
"Gerson Balbino","COL","0","0","1.0","0","0","0","0","0","1","1","0","0","1","1.95","3.99","6.53","7.01","6.94","","0.0","0.0","","999.0","sa3019067"
"Ronny Robles","CHW","0","0","1.0","0","0","0","0","0","1","1","0","0","1","1.99","4.04","7.05","6.97","6.94","","0.0","0.0","","999.0","sa3019256"
"Gerson Calzadilla","MIL","0","0","1.0","0","0","0","0","0","1","1","0","0","1","1.93","3.98","6.44","6.92","6.94","","0.0","0.0","","999.0","sa3016621"
"Derek Corro","OAK","0","0","1.0","0","0","0","0","0","1","1","0","0","1","2.02","3.91","7.38","6.84","6.94","","0.0","0.0","","999.0","sa3019259"
"Albert Rivas","ATL","0","0","1.0","0","0","0","0","0","1","1","0","1","1","1.98","4.53","6.77","7.16","6.94","","0.0","0.0","","999.0","sa3018286"
"Jorge Rodriguez","NYM","0","0","1.0","0","0","0","0","0","1","1","0","0","1","1.96","4.19","6.75","7.03","6.95","","0.0","0.0","","999.0","sa3016459"
"Eliecer Bata","PHI","0","0","1.0","0","0","0","0","0","1","1","0","0","1","1.91","4.04","6.12","7.04","6.95","","0.0","0.0","","999.0","sa3019254"
"Edgar Isea","ARI","0","0","1.0","0","0","0","0","0","1","1","0","1","1","1.99","4.50","7.21","7.00","6.95","","0.0","0.0","","999.0","sa3009936"
