"Name","Team","GS","G","IP","W","L","QS","SV","HLD","H","ER","HR","SO","BB","WHIP","K/9","BB/9","ERA","FIP","-1","WAR","RA9-WAR","-1","ADP","playerid"
"Michael Mariot","DET","0","0","1.0","0","0","0","0","0","1","1","0","1","0","1.48","5.66","3.12","5.46","5.50","","0.0","0.0","","999.0","10835"
"Alfonso Hernández","WSN","0","0","1.0","0","0","0","0","0","1","1","0","1","0","1.56","5.97","4.33","5.30","5.50","","0.0","0.0","","999.0","sa917812"
"Brayan De Paula","HOU","0","0","1.0","0","0","0","0","0","1","1","0","1","1","1.63","6.18","5.07","5.29","5.50","","0.0","0.0","","999.0","sa3005070"
"Chase Walter","SDP","0","0","1.0","0","0","0","0","0","1","1","0","1","1","1.64","6.70","5.46","5.34","5.50","","0.0","0.0","","999.0","sa3015112"
"Michael Baird","COL","0","0","1.0","0","0","0","0","0","1","1","0","1","0","1.52","6.89","3.14","5.94","5.50","","0.0","0.0","","999.0","sa3006810"
"Juan Pablo Lopez","HOU","0","0","1.0","0","0","0","0","0","1","1","0","1","1","1.67","5.82","5.17","5.32","5.50","","0.0","0.0","","999.0","sa3004647"
"Braxton Ashcraft","PIT","0","0","1.0","0","0","0","0","0","1","1","0","1","0","1.59","5.69","4.15","5.60","5.50","","0.0","0.0","","999.0","sa3008470"
"Grant Gambrell","BOS","0","0","1.0","0","0","0","0","0","1","1","0","1","0","1.62","5.51","4.04","5.81","5.50","","0.0","0.0","","999.0","sa3011129"
"Tommy Sommer","CHW","0","0","1.0","0","0","0","0","0","1","1","0","1","0","1.56","6.05","4.10","5.30","5.50","","0.0","0.0","","999.0","sa3016906"
"Jackson Rutledge","WSN","0","0","1.0","0","0","0","0","0","1","1","0","1","0","1.60","5.16","4.11","5.51","5.51","","0.0","0.0","","999.0","sa3011338"
"Ronan Kopp","LAD","0","0","1.0","0","0","0","0","0","1","1","0","1","1","1.67","7.32","5.59","5.37","5.51","","0.0","0.0","","999.0","sa3017751"
"Ben Braymer","","0","0","1.0","0","0","0","0","0","1","1","0","1","1","1.59","6.37","4.70","5.34","5.51","","0.0","0.0","","999.0","20175"
"Luis Moncada","","0","0","1.0","0","0","0","0","0","1","1","0","1","1","1.67","5.03","4.87","5.34","5.51","","0.0","0.0","","999.0","sa873694"
"Hunter Dobbins","BOS","0","0","1.0","0","0","0","0","0","1","1","0","1","0","1.67","5.03","4.34","5.82","5.51","","0.0","0.0","","999.0","sa3018275"
"Connor Van Scoyoc","LAA","0","0","1.0","0","0","0","0","0","1","1","0","1","0","1.61","5.73","4.36","5.50","5.51","","0.0","0.0","","999.0","sa3010243"
"Thomas Parsons","STL","0","0","1.0","0","0","0","0","0","1","1","0","1","0","1.46","5.99","3.51","5.30","5.51","","0.0","0.0","","999.0","sa3007624"
"Lucas Knowles","WSN","0","0","1.0","0","0","0","0","0","1","1","0","1","0","1.56","5.56","4.15","5.32","5.51","","0.0","0.0","","999.0","sa3011676"
"Franklin Sanchez","MIA","0","0","1.0","0","0","0","0","0","1","1","0","1","1","1.68","5.88","5.35","5.46","5.52","","0.0","0.0","","999.0","sa3015157"
"Garrett Schilling","COL","0","0","1.0","0","0","0","0","0","1","1","0","1","0","1.61","6.20","3.56","6.08","5.52","","0.0","0.0","","999.0","sa3004770"
"Dante Biasi","KCR","0","0","1.0","0","0","0","0","0","1","1","0","1","1","1.56","6.26","4.69","5.33","5.52","","0.0","0.0","","999.0","sa3010647"
"Sam McWilliams","","0","0","1.0","0","0","0","0","0","1","1","0","1","1","1.64","6.78","5.25","5.49","5.52","","0.0","0.0","","999.0","sa829124"
"Efrain Contreras","SDP","0","0","1.0","0","0","0","0","0","1","1","0","1","1","1.58","6.10","4.51","5.42","5.52","","0.0","0.0","","999.0","sa3005692"
"Trenton Wallace","TOR","0","0","1.0","0","0","0","0","0","1","1","0","1","1","1.60","7.06","5.35","5.22","5.52","","0.0","0.0","","999.0","sa3017748"
"CJ Van Eyk","TOR","0","0","1.0","0","0","0","0","0","1","1","0","1","0","1.58","6.20","4.46","5.42","5.52","","0.0","0.0","","999.0","sa3014713"
"Nick Swiney","SFG","0","0","1.0","0","0","0","0","0","1","1","0","1","1","1.65","6.51","5.17","5.56","5.52","","0.0","0.0","","999.0","sa3014542"
"Garrison Bryant","","0","0","1.0","0","0","0","0","0","1","1","0","1","0","1.50","5.53","3.29","5.49","5.52","","0.0","0.0","","999.0","sa918939"
"Larson Kindreich","TEX","0","0","1.0","0","0","0","0","0","1","1","0","1","1","1.65","6.85","5.53","5.30","5.52","","0.0","0.0","","999.0","sa3017505"
"Julian Aguiar","CIN","0","0","1.0","0","0","0","0","0","1","1","0","1","0","1.60","6.02","4.01","5.65","5.52","","0.0","0.0","","999.0","sa3017763"
"Joelvis Del Rosario","OAK","0","0","1.0","0","0","0","0","0","1","1","0","1","0","1.60","4.57","4.11","5.44","5.52","","0.0","0.0","","999.0","sa3008486"
"Dan Metzdorf","","0","0","1.0","0","0","0","0","0","1","1","0","1","1","1.63","5.76","4.68","5.31","5.52","","0.0","0.0","","999.0","sa3010117"
"Tobias Myers","MIL","0","0","1.0","0","0","0","0","0","1","1","0","1","0","1.49","6.43","3.78","5.42","5.53","","0.0","0.0","","999.0","sa918088"
"Antonio Jimenez","TBR","0","0","1.0","0","0","0","0","0","1","1","0","1","1","1.66","5.69","5.19","5.29","5.53","","0.0","0.0","","999.0","sa3008074"
"Diosmerky Taveras","HOU","0","0","1.0","0","0","0","0","0","1","1","0","1","1","1.66","6.54","5.48","5.41","5.53","","0.0","0.0","","999.0","sa3004872"
"Mitch Bratt","TEX","0","0","1.0","0","0","0","0","0","1","1","0","1","1","1.63","5.95","4.81","5.40","5.53","","0.0","0.0","","999.0","sa3017719"
"Kyle Glogoski","CIN","0","0","1.0","0","0","0","0","0","1","1","0","1","0","1.53","7.38","3.98","5.66","5.53","","0.0","0.0","","999.0","sa3007464"
"Cody Mincey","MIA","0","0","1.0","0","0","0","0","0","1","1","0","1","0","1.48","5.26","3.02","5.57","5.54","","0.0","0.0","","999.0","sa3016707"
"Jonah Scolaro","CHW","0","0","1.0","0","0","0","0","0","1","1","0","1","1","1.60","6.47","4.60","5.40","5.54","","0.0","0.0","","999.0","sa3019817"
"Juan Daniel Encarnacion","BOS","0","0","1.0","0","0","0","0","0","1","1","0","1","0","1.60","5.83","4.10","5.78","5.54","","0.0","0.0","","999.0","sa3008697"
"Jared Kelley","CHW","0","0","1.0","0","0","0","0","0","1","1","0","1","1","1.61","6.35","4.73","5.40","5.54","","0.0","0.0","","999.0","sa3014471"
"Cody Deason","HOU","0","0","1.0","0","0","0","0","0","1","1","0","1","0","1.56","6.38","4.21","5.55","5.54","","0.0","0.0","","999.0","sa3007958"
"Sam Carlson","SEA","0","0","1.0","0","0","0","0","0","1","1","0","1","0","1.60","5.38","4.40","5.35","5.54","","0.0","0.0","","999.0","sa3005015"
"Wilfredo Pereira","STL","0","0","1.0","0","0","0","0","0","1","1","0","1","0","1.50","5.94","3.87","5.35","5.55","","0.0","0.0","","999.0","sa917136"
"Daison Acosta","NYM","0","0","1.0","0","0","0","0","0","1","1","0","1","1","1.65","6.17","5.22","5.39","5.55","","0.0","0.0","","999.0","sa944989"
"Franco Aleman","CLE","0","0","1.0","0","0","0","0","0","1","1","0","1","1","1.63","5.82","4.67","5.53","5.56","","0.0","0.0","","999.0","sa3018178"
"Christian Fernandez","OAK","0","0","1.0","0","0","0","0","0","1","1","0","1","1","1.59","6.19","4.72","5.47","5.56","","0.0","0.0","","999.0","sa917688"
"Rylan Kaufman","KCR","0","0","1.0","0","0","0","0","0","1","1","0","1","1","1.65","5.26","4.97","5.40","5.56","","0.0","0.0","","999.0","sa3008588"
"Hunter Gregory","TOR","0","0","1.0","0","0","0","0","0","1","1","0","1","0","1.55","6.05","4.14","5.47","5.56","","0.0","0.0","","999.0","sa3017754"
"Ben Anderson","TEX","0","0","1.0","0","0","0","0","0","1","1","0","1","0","1.63","5.12","4.23","5.59","5.57","","0.0","0.0","","999.0","sa3010560"
"Carlos Rodriguez","MIL","0","0","1.0","0","0","0","0","0","1","1","0","1","0","1.55","6.55","4.40","5.46","5.57","","0.0","0.0","","999.0","sa3018116"
"Christian Mejias","MIL","0","0","1.0","0","0","0","0","0","1","1","0","1","1","1.60","6.24","4.59","5.50","5.57","","0.0","0.0","","999.0","sa946165"
"Jordi Martinez","PHI","0","0","1.0","0","0","0","0","0","1","1","0","1","0","1.61","5.09","4.13","5.43","5.57","","0.0","0.0","","999.0","sa3006141"
"Joel Valdez","NYY","0","0","1.0","0","0","0","0","0","1","1","0","1","1","1.67","5.97","5.18","5.35","5.57","","0.0","0.0","","999.0","sa3011397"
"Jackson Jobe","DET","0","0","1.0","0","0","0","0","0","1","1","0","1","0","1.61","5.33","4.37","5.61","5.58","","0.0","0.0","","999.0","sa3018054"
"Rafael Marcano","PHI","0","0","1.0","0","0","0","0","0","1","1","0","1","1","1.62","5.80","4.78","5.36","5.58","","0.0","0.0","","999.0","sa3008330"
"James Gonzalez","OAK","0","0","1.0","0","0","0","0","0","1","1","0","1","1","1.62","5.09","4.62","5.39","5.58","","0.0","0.0","","999.0","sa3011609"
"Ryan Gusto","HOU","0","0","1.0","0","0","0","0","0","1","1","0","1","0","1.58","5.98","4.29","5.58","5.58","","0.0","0.0","","999.0","sa3011818"
"Justin Nicolino","","0","0","1.0","0","0","0","0","0","1","1","0","1","0","1.52","5.66","3.14","5.63","5.58","","0.0","0.0","","999.0","11754"
"Bryan Pope","STL","0","0","1.0","0","0","0","0","0","1","1","0","0","0","1.64","4.43","4.44","5.42","5.59","","0.0","0.0","","999.0","sa3017532"
"Kevin Magee","","0","0","1.0","0","0","0","0","0","1","1","0","1","1","1.63","5.73","4.61","5.52","5.59","","0.0","0.0","","999.0","sa3006829"
"Edinson Batista","HOU","0","0","1.0","0","0","0","0","0","1","1","0","1","1","1.64","6.13","5.17","5.45","5.59","","0.0","0.0","","999.0","sa3009266"
"Zarion Sharpe","MIN","0","0","1.0","0","0","0","0","0","1","1","0","1","1","1.74","5.15","5.45","5.49","5.59","","0.0","0.0","","999.0","sa3015073"
"Marco Raya","MIN","0","0","1.0","0","0","0","0","0","1","1","0","1","1","1.66","5.77","4.85","5.67","5.60","","0.0","0.0","","999.0","sa3014550"
"M.D. Johnson","MIA","0","0","1.0","0","0","0","0","0","1","1","0","1","0","1.55","6.01","4.16","5.55","5.60","","0.0","0.0","","999.0","sa3010364"
"Bryce Bonnin","CIN","0","0","1.0","0","0","0","0","0","1","1","0","1","1","1.61","6.89","4.59","5.72","5.61","","0.0","0.0","","999.0","sa3014453"
"Eric Cerantola","KCR","0","0","1.0","0","0","0","0","0","1","1","0","1","1","1.66","5.41","4.76","5.72","5.61","","0.0","0.0","","999.0","sa3017914"
"Nick Davila","DET","0","0","1.0","0","0","0","0","0","1","1","0","1","0","1.60","4.70","4.11","5.59","5.62","","0.0","0.0","","999.0","sa3014980"
"Wilkel Hernandez","DET","0","0","1.0","0","0","0","0","0","1","1","0","1","1","1.64","5.23","4.60","5.66","5.62","","0.0","0.0","","999.0","sa918026"
"Carlos Tavera","BAL","0","0","1.0","0","0","0","0","0","1","1","0","1","1","1.63","6.63","5.05","5.55","5.62","","0.0","0.0","","999.0","sa3017536"
"Michael Dominguez","TOR","0","0","1.0","0","0","0","0","0","1","1","0","1","0","1.53","6.30","4.12","5.50","5.62","","0.0","0.0","","999.0","sa3011198"
"Brett Conine","HOU","0","0","1.0","0","0","0","0","0","1","1","0","1","0","1.54","5.79","3.75","5.63","5.63","","0.0","0.0","","999.0","sa3008024"
"Kevin Folman","CHW","0","0","1.0","0","0","0","0","0","1","1","0","1","0","1.59","5.48","4.03","5.52","5.63","","0.0","0.0","","999.0","sa3008462"
"Felipe De La Cruz","NYM","0","0","1.0","0","0","0","0","0","1","1","0","1","1","1.66","5.87","5.25","5.36","5.63","","0.0","0.0","","999.0","sa3016065"
"Peniel Otano","ARI","0","0","1.0","0","0","0","0","0","1","1","0","1","1","1.75","4.55","4.91","5.83","5.63","","0.0","0.0","","999.0","sa3016751"
"Jorge Bautista","ATL","0","0","1.0","0","0","0","0","0","1","1","0","1","0","1.69","4.79","4.41","5.81","5.63","","0.0","0.0","","999.0","sa3008406"
"Aaron Shortridge","PIT","0","0","1.0","0","0","0","0","0","1","1","0","1","0","1.57","5.62","3.86","5.75","5.64","","0.0","0.0","","999.0","sa3006759"
"Adrian Florencio","PIT","0","0","1.0","0","0","0","0","0","1","1","0","1","0","1.62","5.51","4.44","5.68","5.64","","0.0","0.0","","999.0","sa3010569"
"Ryan Garcia","TEX","0","0","1.0","0","0","0","0","0","1","1","0","1","0","1.56","6.47","4.20","5.67","5.64","","0.0","0.0","","999.0","sa3011190"
"Jimmy Kingsbury","SEA","0","0","1.0","0","0","0","0","0","1","1","0","1","0","1.56","5.82","4.10","5.49","5.64","","0.0","0.0","","999.0","sa3016838"
"Hunter Perdue","","0","0","1.0","0","0","0","0","0","1","1","0","1","1","1.65","5.59","4.75","5.68","5.64","","0.0","0.0","","999.0","sa3016905"
"Edgar Escobar","STL","0","0","1.0","0","0","0","0","0","1","1","0","1","0","1.52","5.19","3.57","5.49","5.64","","0.0","0.0","","999.0","sa3007244"
"Wikelman Gonzalez","BOS","0","0","1.0","0","0","0","0","0","1","1","0","1","1","1.66","6.23","4.87","5.88","5.65","","0.0","0.0","","999.0","sa3008687"
"Joe Elbis","ARI","0","0","1.0","0","0","0","0","0","1","1","0","1","0","1.66","5.24","4.45","5.87","5.65","","0.0","0.0","","999.0","sa3015216"
"Juan Carela","NYY","0","0","1.0","0","0","0","0","0","1","1","0","1","1","1.62","6.13","4.81","5.50","5.65","","0.0","0.0","","999.0","sa3009237"
"Conner Nurse","SFG","0","0","1.0","0","0","0","0","0","1","1","0","1","1","1.67","5.51","4.76","5.84","5.65","","0.0","0.0","","999.0","sa3007214"
"Chase Petty","CIN","0","0","1.0","0","0","0","0","0","1","1","0","1","0","1.64","5.68","4.26","5.79","5.66","","0.0","0.0","","999.0","sa3017963"
"Anthony Solometo","PIT","0","0","1.0","0","0","0","0","0","1","1","0","1","1","1.73","5.38","5.45","5.58","5.66","","0.0","0.0","","999.0","sa3018259"
"Reggie Lawson","","0","0","1.0","0","0","0","0","0","1","1","0","1","1","1.60","6.39","4.85","5.52","5.66","","0.0","0.0","","999.0","sa917951"
"Javier Atencio","NYM","0","0","1.0","0","0","0","0","0","1","1","0","1","1","1.67","6.23","5.44","5.40","5.66","","0.0","0.0","","999.0","sa3009602"
"Dane Acker","TEX","0","0","1.0","0","0","0","0","0","1","1","0","1","0","1.61","6.12","4.44","5.73","5.66","","0.0","0.0","","999.0","sa3014924"
"Alexander Vizcaíno","","0","0","1.0","0","0","0","0","0","1","1","0","1","1","1.66","5.92","4.95","5.69","5.66","","0.0","0.0","","999.0","sa920272"
"Valentin Linarez","PIT","0","0","1.0","0","0","0","0","0","1","1","0","1","1","1.66","5.52","4.84","5.69","5.67","","0.0","0.0","","999.0","sa3006557"
"Aaron Brown","HOU","0","0","1.0","0","0","0","0","0","1","1","0","1","0","1.56","5.40","3.71","5.69","5.67","","0.0","0.0","","999.0","sa3017500"
"Dustin Saenz","WSN","0","0","1.0","0","0","0","0","0","1","1","0","1","0","1.59","4.87","4.06","5.47","5.67","","0.0","0.0","","999.0","sa3017610"
"Hyun-il Choi","LAD","0","0","1.0","0","0","0","0","0","1","1","0","1","0","1.56","5.63","3.52","5.72","5.67","","0.0","0.0","","999.0","sa3009992"
"Bodi Rascon","SDP","0","0","1.0","0","0","0","0","0","1","1","0","1","0","1.61","4.80","4.42","5.35","5.67","","0.0","0.0","","999.0","sa3011849"
"Gerald Garcia","OAK","0","0","1.0","0","0","0","0","0","1","1","0","1","1","1.68","5.36","5.17","5.52","5.68","","0.0","0.0","","999.0","sa1172141"
"Jaison Vilera","","0","0","1.0","0","0","0","0","0","1","1","0","1","0","1.62","4.89","4.11","5.71","5.68","","0.0","0.0","","999.0","sa917752"
"Winston Santos","TEX","0","0","1.0","0","0","0","0","0","1","1","0","1","0","1.60","5.23","4.13","5.63","5.68","","0.0","0.0","","999.0","sa3015952"
"Cooper Benson","TOR","0","0","1.0","0","0","0","0","0","1","1","0","1","1","1.63","6.09","5.04","5.45","5.69","","0.0","0.0","","999.0","sa3019457"
"Ryan Webb","CLE","0","0","1.0","0","0","0","0","0","1","1","0","1","1","1.69","5.72","5.35","5.51","5.69","","0.0","0.0","","999.0","sa3018280"
"Dwayne Matos","SDP","0","0","1.0","0","0","0","0","0","1","1","0","1","0","1.56","5.05","3.81","5.57","5.69","","0.0","0.0","","999.0","sa3009508"
"Javi Rivera","CIN","0","0","1.0","0","0","0","0","0","1","1","0","1","0","1.59","6.40","4.06","5.81","5.69","","0.0","0.0","","999.0","sa3018184"
"Yilber Diaz","ARI","0","0","1.0","0","0","0","0","0","1","1","0","1","1","1.66","6.07","4.91","5.84","5.69","","0.0","0.0","","999.0","sa3016055"
"Jake Wong","CIN","0","0","1.0","0","0","0","0","0","1","1","0","1","1","1.67","6.10","4.70","5.85","5.69","","0.0","0.0","","999.0","sa3008100"
"Jose Cabrera","ARI","0","0","1.0","0","0","0","0","0","1","1","0","1","0","1.70","4.64","4.42","5.94","5.70","","0.0","0.0","","999.0","sa3018042"
"Abdiel Mendoza","TOR","0","0","1.0","0","0","0","0","0","1","1","0","1","1","1.65","5.26","4.77","5.51","5.70","","0.0","0.0","","999.0","sa916829"
"Jake Miller","CLE","0","0","1.0","0","0","0","0","0","1","1","0","1","1","1.64","5.73","4.62","5.71","5.70","","0.0","0.0","","999.0","sa3018171"
"Aaron Davenport","CLE","0","0","1.0","0","0","0","0","0","1","1","0","1","1","1.62","6.27","4.81","5.65","5.70","","0.0","0.0","","999.0","sa3017615"
"AJ Smith-Shawver","ATL","0","0","1.0","0","0","0","0","0","1","1","0","1","1","1.69","6.83","5.42","5.81","5.70","","0.0","0.0","","999.0","sa3017690"
"Matt Mikulski","SFG","0","0","1.0","0","0","0","0","0","1","1","0","1","1","1.68","5.33","4.82","5.77","5.70","","0.0","0.0","","999.0","sa3017874"
"Max Lazar","MIL","0","0","1.0","0","0","0","0","0","1","1","0","1","0","1.63","5.07","4.24","5.67","5.70","","0.0","0.0","","999.0","sa3005163"
"Rodney Theophile","WSN","0","0","1.0","0","0","0","0","0","1","1","0","1","1","1.66","5.31","4.81","5.65","5.70","","0.0","0.0","","999.0","sa3008228"
"Josue Panacual","NYY","0","0","1.0","0","0","0","0","0","1","1","0","1","1","1.67","5.09","4.79","5.54","5.70","","0.0","0.0","","999.0","sa3010568"
"Christian Roa","CIN","0","0","1.0","0","0","0","0","0","1","1","0","1","1","1.60","7.14","4.61","5.79","5.70","","0.0","0.0","","999.0","sa3014477"
"Mitchell Parker","WSN","0","0","1.0","0","0","0","0","0","1","1","0","1","1","1.63","6.44","5.39","5.39","5.71","","0.0","0.0","","999.0","sa3014973"
"Noah Gotsis","COL","0","0","1.0","0","0","0","0","0","1","1","0","1","0","1.58","5.72","2.99","6.23","5.71","","0.0","0.0","","999.0","sa3011844"
"Osvaldo Berrios","OAK","0","0","1.0","0","0","0","0","0","1","1","0","1","0","1.57","4.69","3.82","5.63","5.71","","0.0","0.0","","999.0","sa3004702"
"William Fleming","KCR","0","0","1.0","0","0","0","0","0","1","1","0","0","0","1.63","4.23","3.99","5.77","5.71","","0.0","0.0","","999.0","sa3017314"
"Zach Messinger","NYY","0","0","1.0","0","0","0","0","0","1","1","0","1","1","1.67","6.35","5.27","5.60","5.72","","0.0","0.0","","999.0","sa3018093"
"Wilton Castillo","SDP","0","0","1.0","0","0","0","0","0","1","1","0","1","1","1.61","5.70","4.63","5.59","5.72","","0.0","0.0","","999.0","sa3015310"
"Chen Zhong-Ao Zhuang","OAK","0","0","1.0","0","0","0","0","0","1","1","0","1","0","1.60","5.08","4.28","5.66","5.72","","0.0","0.0","","999.0","sa3018174"
"Jeremy Wu-Yelland","BOS","0","0","1.0","0","0","0","0","0","1","1","0","1","1","1.68","6.00","4.95","5.86","5.73","","0.0","0.0","","999.0","sa3014520"
"Bradley Blalock","BOS","0","0","1.0","0","0","0","0","0","1","1","0","1","1","1.71","4.95","4.68","6.01","5.73","","0.0","0.0","","999.0","sa3011809"
"Gavin Collyer","TEX","0","0","1.0","0","0","0","0","0","1","1","0","1","1","1.66","5.81","4.90","5.73","5.73","","0.0","0.0","","999.0","sa3011742"
"Nick Sinacola","SFG","0","0","1.0","0","0","0","0","0","1","1","0","1","1","1.66","5.35","4.63","5.89","5.73","","0.0","0.0","","999.0","sa3017862"
"Joander Suarez","NYM","0","0","1.0","0","0","0","0","0","1","1","0","1","1","1.69","5.46","5.11","5.65","5.73","","0.0","0.0","","999.0","sa3008263"
"Stevie Emanuels","OAK","0","0","1.0","0","0","0","0","0","1","1","0","1","1","1.67","5.29","5.08","5.63","5.74","","0.0","0.0","","999.0","sa3014698"
"Adrian Quintana","SEA","0","0","1.0","0","0","0","0","0","1","1","0","1","0","1.62","5.12","4.45","5.57","5.74","","0.0","0.0","","999.0","sa3016465"
"Kendall Williams","LAD","0","0","1.0","0","0","0","0","0","1","1","0","1","0","1.65","5.00","4.18","5.75","5.74","","0.0","0.0","","999.0","sa3011674"
"Zac Kristofak","LAA","0","0","1.0","0","0","0","0","0","1","1","0","1","0","1.63","5.50","4.40","5.70","5.74","","0.0","0.0","","999.0","sa918918"
"Stiven Cruz","MIL","0","0","1.0","0","0","0","0","0","1","1","0","1","0","1.53","6.26","4.02","5.64","5.74","","0.0","0.0","","999.0","sa3015938"
"Robert Colina","NYM","0","0","1.0","0","0","0","0","0","1","1","0","1","1","1.64","5.70","4.76","5.66","5.75","","0.0","0.0","","999.0","sa3006133"
"Carlos Guarate","OAK","0","0","1.0","0","0","0","0","0","1","1","0","0","0","1.58","4.28","3.66","5.68","5.75","","0.0","0.0","","999.0","sa3006127"
"Joseph Salazar","","0","0","1.0","0","0","0","0","0","1","1","0","1","1","1.67","5.11","4.68","5.76","5.75","","0.0","0.0","","999.0","sa3002984"
"Tyler Schlaffer","CHC","0","0","1.0","0","0","0","0","0","1","1","0","1","1","1.63","5.43","4.51","5.75","5.75","","0.0","0.0","","999.0","sa3011815"
"Jonatan Bernal","KCR","0","0","1.0","0","0","0","0","0","1","1","0","0","1","1.71","4.07","4.65","5.80","5.75","","0.0","0.0","","999.0","sa3009271"
"Alex Ayala Jr.","TBR","0","0","1.0","0","0","0","0","0","1","1","0","1","1","1.70","5.83","5.68","5.48","5.75","","0.0","0.0","","999.0","sa3017141"
"Tyson Guerrero","KCR","0","0","1.0","0","0","0","0","0","1","1","0","1","1","1.66","5.05","4.73","5.74","5.75","","0.0","0.0","","999.0","sa3017140"
"Seth Corry","SFG","0","0","1.0","0","0","0","0","0","1","1","0","1","1","1.79","6.55","6.55","5.72","5.76","","0.0","0.0","","999.0","sa3004648"
"Trent Baker","STL","0","0","1.0","0","0","0","0","0","1","1","0","1","0","1.61","5.13","4.46","5.61","5.76","","0.0","0.0","","999.0","sa3017504"
"Landon Leach","","0","0","1.0","0","0","0","0","0","1","1","0","1","1","1.71","5.09","5.10","5.73","5.76","","0.0","0.0","","999.0","sa3005243"
"Angel Bastardo","BOS","0","0","1.0","0","0","0","0","0","1","1","0","1","1","1.76","5.14","5.24","6.05","5.76","","0.0","0.0","","999.0","sa3009716"
"Po-Yu Chen","PIT","0","0","1.0","0","0","0","0","0","1","1","0","1","1","1.68","5.01","4.62","5.85","5.76","","0.0","0.0","","999.0","sa3014699"
"Alexander Cornielle","MIL","0","0","1.0","0","0","0","0","0","1","1","0","1","1","1.62","6.27","4.85","5.67","5.76","","0.0","0.0","","999.0","sa3011779"
"Zach Mort","","0","0","1.0","0","0","0","0","0","1","1","0","1","0","1.56","5.26","3.73","5.73","5.77","","0.0","0.0","","999.0","sa3008172"
"McCade Brown","COL","0","0","1.0","0","0","0","0","0","1","1","0","1","0","1.70","5.81","4.10","6.38","5.77","","0.0","0.0","","999.0","sa3017812"
"Jordano Perez","ATL","0","0","1.0","0","0","0","0","0","1","1","0","1","0","1.68","4.89","4.28","5.97","5.78","","0.0","0.0","","999.0","sa3008690"
"Connor Curlis","CIN","0","0","1.0","0","0","0","0","0","1","1","0","1","0","1.48","6.94","3.59","5.68","5.78","","0.0","0.0","","999.0","sa3006707"
"Cristian Hernandez","PHI","0","0","1.0","0","0","0","0","0","1","1","0","1","0","1.57","5.63","3.98","5.70","5.78","","0.0","0.0","","999.0","sa3005836"
"Reid Birlingmair","","0","0","1.0","0","0","0","0","0","1","1","0","1","1","1.67","4.95","4.65","5.75","5.79","","0.0","0.0","","999.0","sa3007473"
"Alejandro Hidalgo","MIN","0","0","1.0","0","0","0","0","0","1","1","0","1","1","1.67","6.02","5.00","5.87","5.79","","0.0","0.0","","999.0","sa3015151"
"Jawilme Ramirez","NYM","0","0","1.0","0","0","0","0","0","1","1","0","1","1","1.67","5.50","4.98","5.65","5.79","","0.0","0.0","","999.0","sa3016204"
"Shane Davis","BAL","0","0","1.0","0","0","0","0","0","1","1","0","1","1","1.66","5.35","4.73","5.73","5.79","","0.0","0.0","","999.0","sa3015007"
"Ivan Oviedo","TEX","0","0","1.0","0","0","0","0","0","1","1","0","1","1","1.68","5.44","4.91","5.78","5.79","","0.0","0.0","","999.0","sa3016038"
"Chris Kachmar","CHC","0","0","1.0","0","0","0","0","0","1","1","0","1","1","1.64","5.45","4.54","5.82","5.79","","0.0","0.0","","999.0","sa1170503"
"Russell Smith","MIL","0","0","1.0","0","0","0","0","0","1","1","0","1","0","1.61","5.46","4.42","5.59","5.79","","0.0","0.0","","999.0","sa3018191"
"Rafael Sanchez","TOR","0","0","1.0","0","0","0","0","0","1","1","0","1","0","1.64","5.09","4.49","5.72","5.79","","0.0","0.0","","999.0","sa3018362"
"Diomede Sierra","ARI","0","0","1.0","0","0","0","0","0","1","1","0","1","1","1.79","5.18","5.79","5.82","5.80","","0.0","0.0","","999.0","sa3009586"
"Luis Rijo","","0","0","1.0","0","0","0","0","0","1","1","0","1","0","1.65","5.28","4.46","5.86","5.80","","0.0","0.0","","999.0","sa916950"
"Brendan Collins","WSN","0","0","1.0","0","0","0","0","0","1","1","0","1","1","1.68","5.79","5.20","5.74","5.81","","0.0","0.0","","999.0","sa3017549"
"Joel Díaz","NYM","0","0","1.0","0","0","0","0","0","1","1","0","1","1","1.66","5.31","4.79","5.67","5.81","","0.0","0.0","","999.0","sa3015500"
"Marco Estrada","","0","0","1.0","0","0","0","0","0","1","1","0","1","0","1.43","5.63","2.58","5.76","5.81","","0.0","0.0","","999.0","1118"
"Thomas Farr","CIN","0","0","1.0","0","0","0","0","0","1","1","0","1","0","1.62","5.94","4.13","5.97","5.81","","0.0","0.0","","999.0","sa3017720"
"Chris Mokma","MIA","0","0","1.0","0","0","0","0","0","1","1","0","1","0","1.60","4.77","3.98","5.76","5.81","","0.0","0.0","","999.0","sa3011750"
"Mitchell Kilkenny","COL","0","0","1.0","0","0","0","0","0","1","1","0","1","0","1.61","5.11","2.92","6.38","5.81","","0.0","0.0","","999.0","sa3010119"
"Frank Mozzicato","KCR","0","0","1.0","0","0","0","0","0","1","1","0","1","1","1.80","5.45","6.36","5.64","5.81","","0.0","0.0","","999.0","sa3018242"
"Jesus Gonzalez","SDP","0","0","1.0","0","0","0","0","0","1","1","0","0","1","1.68","4.32","4.90","5.47","5.81","","0.0","0.0","","999.0","sa3006069"
"Yorlin Calderon","NYY","0","0","1.0","0","0","0","0","0","1","1","0","1","1","1.65","5.64","4.67","5.72","5.81","","0.0","0.0","","999.0","sa3010371"
