"Name","Team","GS","G","IP","W","L","QS","SV","HLD","H","ER","HR","SO","BB","WHIP","K/9","BB/9","ERA","FIP","-1","WAR","RA9-WAR","-1","ADP","playerid"
"Wuardo Fernandez","COL","0","1","1.0","0","0","0","0","0","1","1","0","1","1","2.08","4.65","8.27","6.95","7.06","","0.0","0.0","","999.0","sa3006521"
"Alan Perdomo","COL","0","1","1.0","0","0","0","0","0","1","1","0","1","1","2.06","4.57","8.02","7.02","7.07","","0.0","0.0","","999.0","sa3006399"
"Rafael Tua","","0","1","1.0","0","0","0","0","0","1","1","0","1","1","2.07","5.11","8.32","7.01","7.07","","0.0","0.0","","999.0","sa3008692"
"Yariel Moreno","SDP","0","1","1.0","0","0","0","0","0","1","1","0","0","1","2.02","4.37","7.44","7.07","7.07","","0.0","0.0","","999.0","sa3016036"
"Luis Garcia","CLE","0","1","1.0","0","0","0","0","0","1","1","0","1","1","2.04","4.52","7.76","7.07","7.07","","0.0","0.0","","999.0","sa3015468"
"Donys Garcia","NYY","0","1","1.0","0","0","0","0","0","1","1","0","1","1","2.07","5.29","8.45","6.97","7.07","","0.0","0.0","","999.0","sa3015941"
"Cleiber Maldonado","MIN","0","1","1.0","0","0","0","0","0","1","1","0","1","1","2.06","4.66","8.07","6.82","6.89","","0.0","-0.1","","999.0","sa3016846"
"Sandi Charle","LAA","0","1","1.0","0","0","0","0","0","1","1","0","1","1","2.12","4.99","8.72","7.12","7.25","","0.0","0.0","","999.0","sa3015330"
"Jesus Luna","LAD","0","1","1.0","0","0","0","0","0","1","1","0","1","1","2.12","4.70","8.70","6.95","7.08","","0.0","0.0","","999.0","sa3015925"
"Argenis Perez","SFG","0","1","1.0","0","0","0","0","0","1","1","0","0","1","2.08","4.44","8.19","6.92","7.09","","0.0","0.0","","999.0","sa3016213"
"Wander De La Rosa","","0","1","1.0","0","0","0","0","0","1","1","0","0","1","2.06","4.15","7.72","7.07","7.09","","0.0","0.0","","999.0","sa3015453"
"Starlin Santos","","0","1","1.0","0","0","0","0","0","1","1","0","1","1","2.11","4.61","8.67","6.84","7.09","","0.0","0.0","","999.0","sa3016490"
"Estarlin Escalante","NYM","0","1","1.0","0","0","0","0","0","1","1","0","1","1","2.05","4.56","7.85","7.11","7.09","","0.0","0.0","","999.0","sa3018906"
"Edgar Zuniga","PHI","0","1","1.0","0","0","0","0","0","1","1","0","0","1","2.05","4.13","7.65","7.07","7.10","","0.0","0.0","","999.0","sa3016744"
"Augusto Calderon","STL","0","1","1.0","0","0","0","0","0","1","1","0","1","1","2.07","4.66","8.43","6.77","7.02","","0.0","-0.1","","999.0","sa3006406"
"Carlos Martinez","LAD","0","1","1.0","0","0","0","0","0","1","1","0","1","1","2.08","5.10","8.43","7.04","7.10","","0.0","0.0","","999.0","sa3015423"
"Douglas Mijares","PHI","0","1","1.0","0","0","0","0","0","1","1","0","0","1","2.03","4.35","7.51","7.10","7.10","","0.0","0.0","","999.0","sa3011817"
"Emerson Talavera","CHW","0","1","1.0","0","0","0","0","0","1","1","0","1","1","2.06","4.98","8.21","6.99","7.10","","0.0","0.0","","999.0","sa3016005"
"Luis Lopez","MIA","0","1","1.0","0","0","0","0","0","1","1","0","0","1","2.06","4.42","7.97","7.03","7.10","","0.0","0.0","","999.0","sa3009714"
"Emmanuel Marcano","SEA","0","1","1.0","0","0","0","0","0","1","1","0","1","1","2.05","4.59","7.87","7.09","7.11","","0.0","0.0","","999.0","sa3016464"
"Eris Rodriguez","","0","1","1.0","0","0","0","0","0","1","1","0","1","1","2.07","4.63","8.03","7.08","7.11","","0.0","0.0","","999.0","sa3017859"
"Oriel Castro","CHW","0","1","1.0","0","0","0","0","0","1","1","0","1","1","2.11","4.90","8.69","6.94","7.12","","0.0","0.0","","999.0","sa3008264"
"Railin Perez","BOS","0","1","1.0","0","0","0","0","0","1","1","0","1","1","2.14","5.07","8.68","7.25","7.04","","0.0","0.0","","999.0","sa3009622"
"Kevin Rodriguez","WSN","0","1","1.0","0","0","0","0","0","1","1","0","1","1","2.13","4.57","8.66","7.32","7.38","","0.0","0.0","","999.0","sa3008683"
"Ignacio Briceno","DET","0","1","1.0","0","0","0","0","0","1","1","0","1","1","2.12","4.63","8.79","6.88","7.13","","0.0","0.0","","999.0","sa3015459"
"Alejandro Cervantes","STL","0","1","1.0","0","0","0","0","0","1","1","0","0","1","2.03","4.38","7.88","6.88","7.06","","0.0","-0.1","","999.0","sa3015946"
"Darwin Cruz","TOR","0","1","1.0","0","0","0","0","0","1","1","0","1","1","2.04","4.77","8.02","7.02","7.23","","0.0","-0.1","","999.0","sa3015978"
"Julio Ayola","","0","1","1.0","0","0","0","0","0","1","1","0","0","1","2.12","4.46","8.53","7.08","7.15","","0.0","0.0","","999.0","sa3009612"
"Jose Viola","TEX","0","1","1.0","0","0","0","0","0","1","1","0","1","1","2.05","4.58","7.70","7.13","7.12","","0.0","-0.1","","999.0","sa3011641"
"Juan Abreu","WSN","0","1","1.0","0","0","0","0","0","1","1","0","1","1","2.15","5.16","9.13","7.31","7.41","","0.0","0.0","","999.0","sa3017200"
"Odue Civada","","0","1","1.0","0","0","0","0","0","1","1","0","1","1","2.11","4.87","8.59","7.11","7.16","","0.0","0.0","","999.0","sa3009203"
"Anderson Azor","SFG","0","1","1.0","0","0","0","0","0","1","1","0","0","1","2.08","4.11","7.85","7.17","7.17","","0.0","0.0","","999.0","sa3016016"
"Abel Moya","CHC","0","1","1.0","0","0","0","0","0","1","1","0","0","1","2.10","4.26","8.21","7.11","7.17","","0.0","0.0","","999.0","sa3007603"
"Harif Frias","","0","1","1.0","0","0","0","0","0","1","1","0","1","1","2.12","5.09","8.84","7.05","7.18","","0.0","0.0","","999.0","sa3010251"
"Joaquin Tejada","PIT","0","1","1.0","0","0","0","0","0","1","1","0","1","1","2.13","4.66","8.58","7.28","7.24","","0.0","0.0","","999.0","sa3016207"
"Edwin Zamudio","TBR","0","1","1.0","0","0","0","0","0","1","1","0","0","1","2.05","4.13","7.61","7.21","7.18","","0.0","0.0","","999.0","sa3015951"
"Jose Felipe Torres","TEX","0","1","1.0","0","0","0","0","0","1","1","0","0","1","2.04","4.47","7.67","7.19","7.19","","0.0","0.0","","999.0","sa3018849"
"Fran Castro","LAD","0","1","1.0","0","0","0","0","0","1","1","0","1","1","2.11","4.76","8.55","7.11","7.19","","0.0","0.0","","999.0","sa3010675"
"Miguelangel Boadas","MIN","0","1","1.0","0","0","0","0","0","1","1","0","1","1","2.09","4.62","8.23","6.99","6.99","","0.0","-0.1","","999.0","sa3015427"
"Carlos Rosario","NYY","0","1","1.0","0","0","0","0","0","1","1","0","1","1","2.07","5.11","8.29","6.89","7.09","","0.0","-0.1","","999.0","sa3016233"
"Luis Acosta","SDP","0","1","1.0","0","0","0","0","0","1","1","0","1","1","2.13","4.62","9.01","6.96","7.27","","0.0","-0.1","","999.0","sa3016280"
"Cristian Acosta","","0","1","1.0","0","0","0","0","0","1","1","0","1","1","2.12","4.90","8.67","7.14","7.19","","0.0","0.0","","999.0","sa3006144"
"Luis Viloria","LAA","0","1","1.0","0","0","0","0","0","1","1","0","1","1","2.16","5.12","9.22","7.12","7.38","","0.0","0.0","","999.0","sa3015495"
"Luis Nunez","LAA","0","1","1.0","0","0","0","0","0","1","1","0","1","1","2.15","5.07","8.96","7.29","7.38","","0.0","0.0","","999.0","sa3009715"
"Phillips Valdez","COL","0","18","18.0","1","1","0","0","1","20","10","2","15","8","1.59","7.28","4.22","5.20","4.77","","0.0","0.0","","999.0","15605"
"Jorge Gonzalez","LAD","0","1","1.0","0","0","0","0","0","1","1","0","1","1","2.08","4.51","8.03","7.22","7.20","","0.0","0.0","","999.0","sa3009504"
"Bryan Magdaleno","TEX","0","1","1.0","0","0","0","0","0","1","1","0","1","1","2.18","4.73","9.31","6.87","7.17","","0.0","-0.1","","999.0","sa3016478"
"Jose Mendoza","CHW","0","1","1.0","0","0","0","0","0","1","1","0","1","1","2.07","4.69","8.04","7.23","7.21","","0.0","0.0","","999.0","sa3018316"
"Anthony Perez","MIL","0","1","1.0","0","0","0","0","0","1","1","0","1","1","2.10","4.58","8.25","7.20","7.21","","0.0","0.0","","999.0","sa3016623"
"Stanley Encarnacion","","0","1","1.0","0","0","0","0","0","1","1","0","0","1","2.06","4.43","7.87","7.18","7.21","","0.0","0.0","","999.0","sa3011868"
"Jesus Querales","PHI","0","1","1.0","0","0","0","0","0","1","1","0","1","1","2.11","5.00","8.67","7.15","7.21","","0.0","0.0","","999.0","sa3015943"
"Emmanuel Duran","LAA","0","1","1.0","0","0","0","0","0","1","1","0","1","1","2.13","5.01","8.70","7.30","7.39","","0.0","0.0","","999.0","sa3005837"
"Franklin Corniel","NYY","0","1","1.0","0","0","0","0","0","1","1","0","1","1","2.14","4.89","8.94","7.11","7.21","","0.0","0.0","","999.0","sa3016481"
"Yohan Crispin","CHC","0","1","1.0","0","0","0","0","0","1","1","0","1","1","2.09","4.67","8.38","7.14","7.22","","0.0","0.0","","999.0","sa3015482"
"Michael Francisco","WSN","0","1","1.0","0","0","0","0","0","1","1","0","1","1","2.13","4.86","8.69","7.17","7.22","","0.0","0.0","","999.0","sa3011598"
"Eiker Huizi","DET","0","1","1.0","0","0","0","0","0","1","1","0","0","1","2.12","4.44","8.46","7.16","7.22","","0.0","0.0","","999.0","sa3007842"
"Gleiber Morales","CHC","0","1","1.0","0","0","0","0","0","1","1","0","0","1","2.09","4.40","8.13","7.17","7.18","","0.0","0.0","","999.0","sa3015991"
"Andri Tavarez","TBR","0","1","1.0","0","0","0","0","0","1","1","0","1","1","2.07","5.22","8.81","6.47","6.88","","0.0","-0.1","","999.0","sa3016588"
"Aneudis George","COL","0","1","1.0","0","0","0","0","0","1","1","0","1","1","2.12","4.55","8.57","7.15","7.22","","0.0","0.0","","999.0","sa3016514"
"Felix Polanco","CLE","0","1","1.0","0","0","0","0","0","1","1","0","1","1","2.11","4.73","8.58","7.05","7.23","","0.0","0.0","","999.0","sa3008709"
"Jhonny Gomez","KCR","0","1","1.0","0","0","0","0","0","1","1","0","1","1","2.13","4.52","8.56","7.19","7.23","","0.0","0.0","","999.0","sa3016268"
"Erich Uelmen","CHC","0","8","8.0","0","0","0","0","1","8","4","1","7","4","1.45","7.43","3.97","4.54","4.59","","0.0","0.0","","999.0","20323"
"Enoli Paredes","HOU","0","21","21.0","1","1","0","0","1","18","10","2","22","11","1.41","9.59","4.82","4.08","4.21","","0.0","0.0","","999.0","20447"
"Patricio Ress","PIT","0","1","1.0","0","0","0","0","0","1","1","0","0","1","2.07","4.16","7.80","7.25","7.23","","0.0","0.0","","999.0","sa3016206"
"Jose Gonzalez","OAK","0","1","1.0","0","0","0","0","0","1","1","0","1","1","2.11","4.73","8.56","7.17","7.23","","0.0","0.0","","999.0","sa3009473"
"Saul Garcia","NYM","0","1","1.0","0","0","0","0","0","1","1","0","1","1","2.04","5.21","8.15","6.87","7.02","","0.0","-0.1","","999.0","sa3017106"
"Albert Breton","CLE","0","1","1.0","0","0","0","0","0","1","1","0","0","1","2.07","4.35","7.92","7.25","7.24","","0.0","0.0","","999.0","sa3009995"
"Tyler Statler","COL","0","1","1.0","0","0","0","0","0","1","1","0","0","1","2.27","4.14","8.46","8.49","7.77","","0.0","0.0","","999.0","sa3011537"
"Luis R. Reyes","CHC","0","1","1.0","0","0","0","0","0","1","1","0","1","1","2.16","4.86","9.09","7.14","7.24","","0.0","0.0","","999.0","sa3015507"
"Jose Rivas","DET","0","1","1.0","0","0","0","0","0","1","1","0","1","1","2.11","4.79","8.61","7.16","7.24","","0.0","0.0","","999.0","sa3009250"
"Francisco Lucumi","TOR","0","1","1.0","0","0","0","0","0","1","1","0","1","1","2.09","4.65","8.30","7.22","7.26","","0.0","0.0","","999.0","sa3015460"
"Scarlyn Lebron","CHC","0","1","1.0","0","0","0","0","0","1","1","0","1","1","2.16","4.62","8.97","7.16","7.26","","0.0","0.0","","999.0","sa3016277"
"Alejandro Gomez","NYY","0","1","1.0","0","0","0","0","0","1","1","0","1","1","2.12","5.03","8.76","7.18","7.26","","0.0","0.0","","999.0","sa3017618"
"Daniel Figueroa","CLE","0","1","1.0","0","0","0","0","0","1","1","0","1","1","2.13","4.65","8.68","7.21","7.26","","0.0","0.0","","999.0","sa3007900"
"Daniel Gonzalez","CHW","0","1","1.0","0","0","0","0","0","1","1","0","1","1","2.13","4.54","8.80","7.06","7.27","","0.0","0.0","","999.0","sa3015957"
"Dakota Hudson","STL","8","60","97.0","5","5","3","0","4","103","47","11","64","37","1.45","6.00","3.47","4.39","4.51","","0.0","0.2","","719.9","19206"
"Miguel Diaz","PIT","0","1","1.0","0","0","0","0","0","1","1","0","1","1","2.17","4.69","8.99","7.33","7.34","","0.0","0.0","","999.0","sa3006972"
"Mario Doble","","0","1","1.0","0","0","0","0","0","1","1","0","1","1","2.14","4.63","8.70","7.21","7.27","","0.0","0.0","","999.0","sa3009752"
"Adauri Vicente","CLE","0","1","1.0","0","0","0","0","0","1","1","0","1","1","2.14","4.68","8.75","7.22","7.27","","0.0","0.0","","999.0","sa3008473"
"Yohan Ramirez","PIT","0","24","24.0","1","1","0","0","1","23","12","3","23","12","1.45","8.58","4.58","4.41","4.50","","0.0","-0.1","","999.0","19444"
"Michael Perdomo","","0","1","1.0","0","0","0","0","0","1","1","0","1","1","2.13","4.61","8.62","7.22","7.27","","0.0","0.0","","999.0","sa3015939"
"Enmanuel Pio","COL","0","1","1.0","0","0","0","0","0","1","1","0","0","1","2.13","4.43","8.50","7.24","7.28","","0.0","0.0","","999.0","sa3008490"
"Jesus Cruz","DET","0","1","1.0","0","0","0","0","0","1","1","0","1","1","2.13","4.55","8.72","7.14","7.17","","0.0","-0.1","","999.0","sa3008699"
"Jorge Ferrer","CHW","0","1","1.0","0","0","0","0","0","1","1","0","1","1","2.18","4.93","9.49","7.00","7.28","","0.0","0.0","","999.0","sa3005708"
"Pedro Rodriguez","NYY","0","1","1.0","0","0","0","0","0","1","1","0","1","1","2.19","4.91","9.48","7.03","7.28","","0.0","0.0","","999.0","sa3015962"
"Ronny Chalas","","0","1","1.0","0","0","0","0","0","1","1","0","1","1","2.15","4.87","8.94","7.20","7.29","","0.0","0.0","","999.0","sa3015970"
"Nolberto Henriquez","NYY","0","1","1.0","0","0","0","0","0","1","1","0","1","1","2.07","4.95","8.25","6.99","7.19","","0.0","-0.1","","999.0","sa3011137"
"Robert Cruz","CLE","0","1","1.0","0","0","0","0","0","1","1","0","0","1","2.05","4.00","7.49","7.32","7.29","","0.0","0.0","","999.0","sa3006390"
"Americo Lugo","","0","1","1.0","0","0","0","0","0","1","1","0","1","1","2.14","4.67","8.73","7.23","7.29","","0.0","0.0","","999.0","sa3011499"
"Victor Villanueva","STL","0","1","1.0","0","0","0","0","0","1","1","0","0","1","2.10","4.45","8.55","7.02","7.21","","0.0","-0.1","","999.0","sa3008137"
"Marlon Franco","SFG","0","1","1.0","0","0","0","0","0","1","1","0","1","1","2.12","4.52","8.49","7.27","7.29","","0.0","0.0","","999.0","sa3016242"
"Brayner Sanchez","BAL","0","1","1.0","0","0","0","0","0","1","1","0","0","1","2.04","4.36","7.65","6.97","7.07","","0.0","-0.1","","999.0","sa3011366"
"Jefferson Lopez","CIN","0","1","1.0","0","0","0","0","0","1","1","0","1","1","2.20","5.07","8.96","7.92","7.76","","0.0","0.0","","999.0","sa3010375"
"Miguel Martinez","STL","0","1","1.0","0","0","0","0","0","1","1","0","1","1","2.14","5.10","9.03","7.23","7.31","","0.0","0.0","","999.0","sa3015445"
"Adrian Luna","SDP","0","1","1.0","0","0","0","0","0","1","1","0","0","1","2.09","4.29","8.31","7.21","7.39","","0.0","-0.1","","999.0","sa3015436"
"Jose Rojas","MIA","0","1","1.0","0","0","0","0","0","1","1","0","1","1","2.15","4.72","8.96","7.13","7.20","","0.0","-0.1","","999.0","sa3015473"
"Kevin Ribon","NYM","0","1","1.0","0","0","0","0","0","1","1","0","1","1","2.07","4.66","8.21","6.90","7.09","","0.0","-0.1","","999.0","sa3015430"
"Adolfo Bauza","","0","1","1.0","0","0","0","0","0","1","1","0","0","1","2.13","4.43","8.48","7.31","7.31","","0.0","0.0","","999.0","sa3006384"
"Francisco Crispin","BAL","0","1","1.0","0","0","0","0","0","1","1","0","0","1","2.11","4.18","8.11","7.35","7.31","","0.0","0.0","","999.0","sa3016200"
"Saul Alcala","PHI","0","1","1.0","0","0","0","0","0","1","1","0","1","1","2.13","4.62","8.68","7.25","7.31","","0.0","0.0","","999.0","sa3011880"
"Austin Adams","","0","34","34.0","2","2","0","0","0","31","16","4","37","16","1.37","9.68","4.27","4.22","4.21","","0.0","0.0","","999.0","13801"
"Wilny Moron","COL","0","1","1.0","0","0","0","0","0","1","1","0","1","1","2.14","4.57","8.73","7.26","7.31","","0.0","0.0","","999.0","sa3011375"
"Humberto Jimenez","TBR","0","1","1.0","0","0","0","0","0","1","1","0","0","1","2.13","4.25","8.42","7.30","7.32","","0.0","0.0","","999.0","sa3016507"
"Pavel Duarte","SFG","0","1","1.0","0","0","0","0","0","1","1","0","1","1","2.16","4.68","9.13","7.09","7.32","","0.0","0.0","","999.0","sa3016014"
"Luis Villar","","0","1","1.0","0","0","0","0","0","1","1","0","1","1","2.16","4.84","9.14","7.11","7.32","","0.0","0.0","","999.0","sa3006496"
"Luis Gutierrez","SDP","0","1","1.0","0","0","0","0","0","1","1","0","0","1","2.17","4.31","9.34","6.98","7.41","","0.0","-0.1","","999.0","sa3016469"
"Gregory Baez","MIL","0","1","1.0","0","0","0","0","0","1","1","0","1","1","2.16","4.74","9.05","7.23","7.33","","0.0","0.0","","999.0","sa3016617"
"Luis Faringthon","PIT","0","1","1.0","0","0","0","0","0","1","1","0","1","1","2.16","4.75","9.02","7.23","7.33","","0.0","0.0","","999.0","sa3015944"
"Victor Fransua","TBR","0","1","1.0","0","0","0","0","0","1","1","0","1","1","2.17","4.84","9.19","7.24","7.33","","0.0","0.0","","999.0","sa3016488"
"Edwin Rodriguez","KCR","0","1","1.0","0","0","0","0","0","1","1","0","1","1","2.13","4.53","8.60","7.28","7.33","","0.0","0.0","","999.0","sa3016058"
"Dianye Florentino","TEX","0","1","1.0","0","0","0","0","0","1","1","0","1","1","2.15","4.73","8.89","7.25","7.34","","0.0","0.0","","999.0","sa3016252"
"Yonathan Ochoa","SFG","0","1","1.0","0","0","0","0","0","1","1","0","1","1","2.13","4.62","8.58","7.31","7.34","","0.0","0.0","","999.0","sa3016250"
"Jesus Clode","PIT","0","1","1.0","0","0","0","0","0","1","1","0","1","1","2.14","4.59","8.69","7.29","7.34","","0.0","0.0","","999.0","sa3015491"
"Stiwar Adames","","0","1","1.0","0","0","0","0","0","1","1","0","0","1","2.18","4.33","9.13","7.09","7.35","","0.0","0.0","","999.0","sa3015980"
"Edgar Castro","TOR","0","1","1.0","0","0","0","0","0","1","1","0","1","1","2.14","4.89","8.98","7.21","7.43","","0.0","-0.1","","999.0","sa3008717"
"Anthony Martinez","","0","1","1.0","0","0","0","0","0","1","1","0","1","1","2.15","4.89","9.03","7.25","7.35","","0.0","0.0","","999.0","sa3016239"
"Dailoui Abad","LAD","0","1","1.0","0","0","0","0","0","1","1","0","0","1","2.15","4.11","8.60","7.28","7.35","","0.0","0.0","","999.0","sa3016027"
"Jogly Garcia","BOS","0","1","1.0","0","0","0","0","0","1","1","0","0","1","2.14","4.25","8.51","7.34","7.35","","0.0","0.0","","999.0","sa3017898"
"Eliecer Romero","PIT","0","1","1.0","0","0","0","0","0","1","1","0","1","1","2.16","4.53","8.79","7.47","7.42","","0.0","0.0","","999.0","sa3015945"
"Luis Baldiris","MIA","0","1","1.0","0","0","0","0","0","1","1","0","1","1","2.20","5.22","9.83","6.97","7.25","","0.0","-0.1","","999.0","sa3016814"
"Jonaiker Palacios","NYM","0","1","1.0","0","0","0","0","0","1","1","0","1","1","2.10","5.04","8.64","6.93","7.14","","0.0","-0.1","","999.0","sa3015428"
"Isaac Rudecindo","COL","0","1","1.0","0","0","0","0","0","1","1","0","1","1","2.16","4.84","9.00","7.31","7.36","","0.0","0.0","","999.0","sa3011377"
"Jose Garces","PIT","0","1","1.0","0","0","0","0","0","1","1","0","1","1","2.22","4.67","9.51","7.40","7.43","","0.0","0.0","","999.0","sa3015490"
"Felix Cabrera","LAD","0","1","1.0","0","0","0","0","0","1","1","0","0","1","2.22","4.39","9.54","7.08","7.36","","0.0","0.0","","999.0","sa3016496"
"Orlando Barrios","TBR","0","1","1.0","0","0","0","0","0","1","1","0","0","1","2.00","4.38","7.51","6.88","7.02","","0.0","-0.1","","999.0","sa3009598"
"Jose Andujar","HOU","0","1","1.0","0","0","0","0","0","1","1","0","1","1","2.12","4.91","8.66","7.35","7.37","","0.0","0.0","","999.0","sa3016007"
"Carlos Lopez","SFG","0","1","1.0","0","0","0","0","0","1","1","0","1","1","2.22","4.99","9.81","7.09","7.37","","0.0","0.0","","999.0","sa3015987"
"Nelson Cuevas","MIL","0","1","1.0","0","0","0","0","0","1","1","0","1","1","2.14","4.59","8.81","7.29","7.37","","0.0","0.0","","999.0","sa3009526"
"Bruno Lopez","STL","0","1","1.0","0","0","0","0","0","1","1","0","1","1","2.14","4.71","8.82","7.30","7.37","","0.0","0.0","","999.0","sa3015999"
"Bienvenido Polanco","CLE","0","1","1.0","0","0","0","0","0","1","1","0","1","1","2.12","4.59","8.55","7.34","7.37","","0.0","0.0","","999.0","sa3015969"
"Raimund Uzcategui","TBR","0","1","1.0","0","0","0","0","0","1","1","0","0","1","2.16","4.42","8.87","7.32","7.38","","0.0","0.0","","999.0","sa3016237"
"Randel Clemente","STL","0","1","1.0","0","0","0","0","0","1","1","0","0","1","2.14","4.42","9.01","7.01","7.30","","0.0","-0.1","","999.0","sa3016003"
"Jordany Vasquez","BAL","0","1","1.0","0","0","0","0","0","1","1","0","1","1","2.08","4.65","8.20","7.06","7.15","","0.0","-0.1","","999.0","sa3008728"
"Jason Bonilla","SFG","0","1","1.0","0","0","0","0","0","1","1","0","1","1","2.16","5.19","9.12","7.23","7.12","","0.0","-0.1","","999.0","sa3009723"
"Dahan Batista","CLE","0","1","1.0","0","0","0","0","0","1","1","0","0","1","2.14","4.26","8.43","7.40","7.39","","0.0","0.0","","999.0","sa3009261"
"Diego Linares","PHI","0","1","1.0","0","0","0","0","0","1","1","0","1","1","2.13","4.63","8.68","7.34","7.39","","0.0","0.0","","999.0","sa3016844"
"Jesus Jimenez","ARI","0","1","1.0","0","0","0","0","0","1","1","0","0","1","2.16","4.34","8.80","7.34","7.39","","0.0","0.0","","999.0","sa3016266"
"Welington Quintero","CHC","0","1","1.0","0","0","0","0","0","1","1","0","0","1","2.14","4.39","8.62","7.36","7.39","","0.0","0.0","","999.0","sa3016047"
"Irving Medina","","0","1","1.0","0","0","0","0","0","1","1","0","0","1","2.15","4.41","8.67","7.35","7.39","","0.0","0.0","","999.0","sa3015419"
"Dikember Sanchez","MIL","0","1","1.0","0","0","0","0","0","1","1","0","0","1","2.21","4.48","9.42","7.26","7.39","","0.0","0.0","","999.0","sa3016033"
"Samuel Dario","MIL","0","1","1.0","0","0","0","0","0","1","1","0","1","1","2.17","4.69","9.07","7.34","7.40","","0.0","0.0","","999.0","sa3015388"
"Yorvi Pirela","ATL","0","1","1.0","0","0","0","0","0","1","1","0","0","1","2.11","4.23","8.27","7.38","7.40","","0.0","0.0","","999.0","sa3019163"
"Luis Rodriguez","NYM","0","1","1.0","0","0","0","0","0","1","1","0","1","1","2.09","5.38","8.79","6.96","7.18","","0.0","-0.1","","999.0","sa3016064"
"Henry Nunez","BOS","0","1","1.0","0","0","0","0","0","1","1","0","1","1","2.16","5.35","8.97","7.57","7.31","","0.0","0.0","","999.0","sa3015371"
"Stiven Almanzar","MIA","0","1","1.0","0","0","0","0","0","1","1","0","1","1","2.15","4.67","8.93","7.25","7.29","","0.0","-0.1","","999.0","sa3015351"
"Luis Diaz","ARI","0","1","1.0","0","0","0","0","0","1","1","0","1","1","2.19","4.94","9.34","7.33","7.40","","0.0","0.0","","999.0","sa3015146"
"Elian Almanzar","CHC","0","1","1.0","0","0","0","0","0","1","1","0","1","1","2.21","4.84","9.56","7.27","7.37","","0.0","0.0","","999.0","sa3011678"
"Omar Yanez","STL","0","1","1.0","0","0","0","0","0","1","1","0","1","1","2.19","4.79","9.29","7.34","7.41","","0.0","0.0","","999.0","sa3015977"
"Jose Estrada","","0","1","1.0","0","0","0","0","0","1","1","0","1","1","2.19","4.88","9.32","7.32","7.41","","0.0","0.0","","999.0","sa3017101"
"Pedro Santillan","LAD","0","1","1.0","0","0","0","0","0","1","1","0","0","1","2.18","4.15","8.95","7.33","7.41","","0.0","0.0","","999.0","sa3015493"
"Carlos Hinestroza","CHW","0","1","1.0","0","0","0","0","0","1","1","0","0","1","2.16","4.39","8.77","7.38","7.41","","0.0","0.0","","999.0","sa3015503"
"Luis Yepez","SFG","0","1","1.0","0","0","0","0","0","1","1","0","1","1","2.16","4.61","8.87","7.38","7.42","","0.0","0.0","","999.0","sa3015442"
"Junior Castillo","MIL","0","1","1.0","0","0","0","0","0","1","1","0","0","1","2.19","4.49","9.33","7.19","7.42","","0.0","0.0","","999.0","sa3016522"
"J.P. Feyereisen","LAD","0","22","22.0","1","1","0","0","1","21","11","3","21","9","1.38","8.55","3.69","4.58","4.60","","0.0","-0.1","","747.4","16610"
"Luis C Gonzalez","PIT","0","1","1.0","0","0","0","0","0","1","1","0","1","1","2.19","4.67","9.45","7.16","7.42","","0.0","0.0","","999.0","sa3016499"
"Felipito Santos","CLE","0","1","1.0","0","0","0","0","0","1","1","0","0","1","2.19","4.44","9.15","7.34","7.42","","0.0","0.0","","999.0","sa3010805"
"Giovahniey German","","0","1","1.0","0","0","0","0","0","1","1","0","1","1","2.19","4.83","9.36","7.34","7.43","","0.0","0.0","","999.0","sa3007843"
"Cristian Rojas","CHC","0","1","1.0","0","0","0","0","0","1","1","0","1","1","2.15","4.93","8.97","7.33","7.39","","0.0","0.0","","999.0","sa3015505"
"Adrian Rodriguez","CLE","0","1","1.0","0","0","0","0","0","1","1","0","1","1","2.16","4.56","8.84","7.40","7.43","","0.0","0.0","","999.0","sa3011577"
"Franyer Duarte","MIA","0","1","1.0","0","0","0","0","0","1","1","0","0","1","2.16","4.30","8.90","7.24","7.32","","0.0","-0.1","","999.0","sa3017318"
"Victor Basora","ARI","0","1","1.0","0","0","0","0","0","1","1","0","1","1","2.16","4.55","8.91","7.39","7.43","","0.0","0.0","","999.0","sa3016219"
"Anyelo Ovando","SEA","0","1","1.0","0","0","0","0","0","1","1","0","1","1","2.18","5.09","9.37","7.35","7.44","","0.0","0.0","","999.0","sa3015996"
"Abraham Calzadilla","ARI","0","1","1.0","0","0","0","0","0","1","1","0","1","1","2.17","4.86","9.06","7.39","7.44","","0.0","0.0","","999.0","sa3011808"
"Yon Landaeta","MIN","0","1","1.0","0","0","0","0","0","1","1","0","1","1","2.20","5.46","9.65","7.20","7.24","","0.0","-0.1","","999.0","sa3016238"
"Samuel Mejia","TBR","0","1","1.0","0","0","0","0","0","1","1","0","1","1","2.05","4.76","8.16","6.92","7.09","","0.0","-0.1","","999.0","sa3016475"
"Pedro Figueroa","BAL","0","1","1.0","0","0","0","0","0","1","1","0","1","1","2.22","4.88","9.59","7.34","7.44","","0.0","0.0","","999.0","sa3016293"
"Jemir Leal","KCR","0","1","1.0","0","0","0","0","0","1","1","0","0","1","2.18","4.25","8.85","7.41","7.44","","0.0","0.0","","999.0","sa3016202"
"Raul Mendoza","","0","1","1.0","0","0","0","0","0","1","1","0","1","1","2.17","4.59","8.93","7.40","7.44","","0.0","0.0","","999.0","sa3011804"
