"Name","Team","GS","G","IP","W","L","QS","SV","HLD","H","ER","HR","SO","BB","WHIP","K/9","BB/9","ERA","FIP","-1","WAR","RA9-WAR","-1","ADP","playerid"
"Elvis Peguero","MIL","0","20","20.0","1","1","0","0","1","19","9","2","18","7","1.33","8.14","3.33","3.98","4.05","","0.0","0.0","","999.0","21652"
"Miguel Del Pozo","DET","0","20","20.0","1","1","0","0","1","19","9","2","19","8","1.35","8.35","3.69","3.97","4.06","","0.0","0.0","","999.0","18792"
"Ethan Roberts","CHC","0","10","10.0","0","1","0","0","1","9","5","1","10","4","1.35","8.96","3.77","4.09","4.08","","0.0","0.0","","999.0","24930"
"Isaiah Campbell","SEA","0","22","22.0","1","1","0","0","1","20","9","3","21","8","1.29","8.67","3.27","3.84","3.96","","0.0","0.0","","999.0","sa3014432"
"Ray Kerr","SDP","0","12","12.0","1","1","0","0","1","10","5","1","13","6","1.37","10.10","4.81","3.72","4.01","","0.0","0.1","","999.0","23809"
"Matt Gage","TOR","0","21","21.0","1","1","0","0","1","20","9","3","20","8","1.32","8.53","3.48","3.92","4.12","","0.0","0.0","","999.0","17381"
"Tyler Kinley","COL","0","24","24.0","1","1","0","0","1","25","13","4","23","9","1.44","8.64","3.56","4.93","4.52","","0.0","0.0","","999.0","18297"
"Justin Wilson","","0","25","25.0","1","1","0","0","0","23","11","3","25","10","1.34","8.88","3.73","3.97","4.05","","0.0","0.1","","999.0","4301"
"Garrett Hill","DET","0","36","36.0","2","2","0","0","1","34","17","5","33","13","1.31","8.32","3.22","4.17","4.15","","0.0","0.0","","999.0","25097"
"Nick Sandlin","CLE","0","57","57.0","3","3","0","0","7","51","26","6","57","28","1.39","8.98","4.37","4.06","4.18","","0.0","0.0","","999.0","20517"
"Adam Seminaris","MIL","0","8","8.0","0","0","0","0","1","8","3","1","7","3","1.33","7.63","3.12","3.85","4.03","","0.0","0.0","","999.0","sa3015010"
"Codi Heuer","CHC","0","44","44.0","2","2","0","0","1","43","20","5","39","16","1.35","8.04","3.37","4.19","4.17","","0.0","0.1","","999.0","23293"
"Tyson Miller","MIL","0","12","12.0","1","1","0","0","1","11","5","1","12","5","1.31","8.81","3.47","3.91","4.02","","0.0","0.0","","999.0","19976"
"Matt Foster","CHW","0","42","42.0","2","2","0","0","1","41","21","7","41","15","1.32","8.72","3.15","4.44","4.46","","0.0","-0.1","","999.0","19647"
"Tom Cosgrove","SDP","0","10","10.0","1","0","0","0","1","9","4","1","10","5","1.34","9.06","4.08","3.81","4.11","","0.0","0.0","","999.0","sa915675"
"Mychal Givens","","0","61","61.0","3","3","0","0","0","56","28","8","62","25","1.33","9.18","3.73","4.08","4.13","","0.0","0.1","","999.0","10430"
"Kenny Rosenberg","LAA","3","11","26.0","1","2","1","0","1","27","14","4","22","11","1.42","7.60","3.68","4.65","4.74","","0.0","0.0","","999.0","20009"
"Tim Hill","SDP","0","60","60.0","3","3","0","0","11","61","27","6","44","22","1.38","6.55","3.33","4.01","4.31","","0.0","0.1","","999.0","16814"
"Cooper Criswell","TBR","0","8","8.0","0","0","0","0","1","8","3","1","7","2","1.19","8.00","2.14","3.70","3.75","","0.0","0.0","","999.0","24975"
"Felipe Vázquez","PIT","0","1","1.0","0","0","0","0","0","1","0","0","1","0","1.12","11.38","2.90","3.04","2.95","","0.0","0.1","","999.0","12076"
"Forrest Whitley","HOU","5","29","52.0","3","3","2","0","1","51","26","7","46","23","1.43","7.97","4.00","4.57","4.59","","0.0","0.0","","999.0","sa917930"
"Hirokazu Sawamura","","0","47","47.0","2","2","0","0","0","44","22","5","44","22","1.42","8.52","4.30","4.14","4.23","","0.0","0.1","","999.0","27515"
"Bryan Hoeing","MIA","2","2","9.0","0","1","1","0","0","11","5","1","5","3","1.49","4.60","2.89","4.91","4.87","","0.0","0.0","","999.0","26304"
"Stephen Nogosek","NYM","0","38","38.0","2","2","0","0","1","35","17","5","38","14","1.30","9.01","3.30","4.11","4.15","","0.0","-0.1","","999.0","19545"
"Adrian Sampson","CHC","16","44","117.0","6","8","5","0","1","130","65","19","82","34","1.40","6.32","2.59","4.96","4.85","","0.0","0.0","","999.0","13339"
"Anthony Gose","CLE","0","1","1.0","0","0","0","0","0","1","0","0","1","0","1.23","11.54","4.02","3.35","3.44","","0.0","0.1","","999.0","5097"
"Evan Lee","WSN","0","12","12.0","1","1","0","0","1","11","6","2","11","6","1.39","8.58","4.14","4.19","4.36","","0.0","0.0","","999.0","24988"
"Danny Coulombe","","0","28","28.0","1","1","0","0","0","27","13","3","26","11","1.36","8.21","3.46","4.07","4.16","","0.0","0.0","","999.0","13293"
"Jake Woodford","STL","3","59","74.0","4","4","1","0","7","79","36","9","51","25","1.40","6.17","3.04","4.42","4.54","","0.0","0.0","","999.0","18674"
"Andrew Misiaszek","CLE","0","22","22.0","1","1","0","0","1","20","10","3","22","10","1.35","8.90","3.97","3.91","4.15","","0.0","0.1","","999.0","sa3010118"
"Anthony Bender","MIA","0","1","1.0","0","0","0","0","0","1","0","0","1","0","1.26","9.68","3.38","3.52","3.52","","0.0","0.1","","999.0","19742"
"Nick Burdi","CHC","0","1","1.0","0","0","0","0","0","1","0","0","1","0","1.23","10.93","3.56","3.57","3.46","","0.0","0.1","","999.0","16074"
"Ronel Blanco","HOU","0","20","20.0","1","1","0","0","1","18","9","3","20","8","1.32","9.18","3.67","3.99","4.03","","0.0","0.0","","999.0","19407"
"J.B. Bukauskas","ARI","0","38","38.0","2","2","0","0","1","38","18","5","34","14","1.37","7.97","3.35","4.24","4.14","","0.0","0.1","","999.0","20491"
"Davis Daniel","LAA","2","2","9.0","0","1","1","0","0","10","5","2","7","3","1.41","6.61","2.94","5.16","5.18","","0.0","-0.1","","999.0","sa3015037"
"Dietrich Enns","","0","1","1.0","0","0","0","0","0","1","0","0","1","0","1.20","9.53","2.85","3.51","3.60","","0.0","0.1","","999.0","13932"
"Evan McKendry","TBR","0","10","10.0","1","0","0","0","1","10","4","1","8","2","1.22","7.62","2.12","3.91","3.95","","0.0","0.0","","999.0","sa3010787"
"Tanner Rainey","WSN","0","1","1.0","0","0","0","0","0","1","0","0","1","0","1.29","10.77","4.29","3.86","3.97","","0.0","0.1","","999.0","17610"
"Sam Coonrod","PHI","0","60","60.0","3","3","0","0","11","57","28","7","56","24","1.35","8.38","3.63","4.16","4.24","","0.0","0.1","","999.0","17264"
"Damon Jones","PHI","0","18","18.0","1","1","0","0","1","16","9","2","18","10","1.47","8.91","4.99","4.25","4.52","","0.0","0.0","","999.0","23310"
"Karl Kauffmann","COL","2","16","23.0","1","1","0","0","1","27","14","3","17","10","1.60","6.61","3.98","5.37","4.91","","0.0","0.0","","999.0","sa3014526"
"Patrick Murphy","","0","1","1.0","0","0","0","0","0","1","0","0","1","0","1.36","8.76","3.93","3.88","3.92","","0.0","0.1","","999.0","19712"
"Alberto Baldonado","WSN","0","8","8.0","0","0","0","0","1","7","4","1","8","3","1.33","8.90","3.72","4.17","4.34","","0.0","0.0","","999.0","11812"
"Blake Treinen","LAD","0","1","1.0","0","0","0","0","0","1","0","0","1","0","1.29","9.26","3.30","3.77","3.72","","0.0","0.1","","999.0","12572"
"Angel Perdomo","","0","1","1.0","0","0","0","0","0","1","0","0","1","0","1.30","10.90","4.41","3.63","3.78","","0.0","0.1","","999.0","17759"
"Darien Núñez","SFG","0","1","1.0","0","0","0","0","0","1","0","0","1","0","1.28","10.04","3.75","3.68","3.67","","0.0","0.1","","999.0","21197"
"César Valdez","LAA","0","1","1.0","0","0","0","0","0","1","0","0","1","0","1.24","6.91","1.75","3.84","3.81","","0.0","0.1","","999.0","9013"
"Arodys Vizcaíno","KCR","0","1","1.0","0","0","0","0","0","1","0","0","1","0","1.35","9.16","4.00","4.10","4.08","","0.0","0.1","","999.0","5498"
"Cody Laweryson","MIN","0","20","20.0","1","1","0","0","1","19","9","3","19","7","1.29","8.44","2.99","4.14","4.08","","0.0","0.0","","999.0","sa3010633"
"Zack Weiss","LAA","0","22","22.0","1","1","0","0","1","20","11","3","22","10","1.36","8.98","3.90","4.32","4.41","","0.0","0.0","","999.0","15444"
"James Norwood","","0","1","1.0","0","0","0","0","0","1","0","0","1","0","1.33","9.40","3.96","3.89","3.92","","0.0","0.1","","999.0","16440"
"Wyatt Mills","KCR","0","30","30.0","1","2","0","0","1","29","14","3","26","13","1.40","7.70","3.90","4.19","4.26","","0.0","0.1","","999.0","20010"
"Kyuji Fujikawa","","0","1","1.0","0","0","0","0","0","1","0","0","1","0","1.35","9.90","4.22","3.92","3.92","","0.0","0.1","","999.0","14443"
"Sean Reid-Foley","NYM","0","1","1.0","0","0","0","0","0","1","0","0","1","0","1.33","9.80","4.13","3.94","4.01","","0.0","0.1","","999.0","17034"
"Neftalí Feliz","","0","1","1.0","0","0","0","0","0","1","0","0","1","0","1.29","9.32","3.37","3.95","3.93","","0.0","0.1","","999.0","18"
"David Price","","0","1","1.0","0","0","0","0","0","1","0","0","1","0","1.27","8.26","2.75","3.77","3.83","","0.0","0.1","","999.0","3184"
"Seth Romero","","0","1","1.0","0","0","0","0","0","1","0","0","1","0","1.33","9.53","4.00","3.80","3.93","","0.0","0.1","","999.0","21333"
"Roberto Osuna","","0","1","1.0","0","0","0","0","0","1","0","0","1","0","1.26","8.41","2.77","3.97","3.94","","0.0","0.1","","999.0","13764"
"Chase Lee","TEX","0","1","1.0","0","0","0","0","0","1","0","0","1","0","1.31","8.66","3.37","3.87","3.91","","0.0","0.1","","999.0","sa3016946"
"Jonny Venters","","0","1","1.0","0","0","0","0","0","1","0","0","1","0","1.39","8.46","3.96","3.82","3.95","","0.0","0.1","","999.0","7175"
"Shun Yamaguchi","","0","1","1.0","0","0","0","0","0","1","0","0","1","0","1.31","9.33","3.50","3.97","3.96","","0.0","0.1","","999.0","27460"
"Kent Emanuel","","0","1","1.0","0","0","0","0","0","1","0","0","1","0","1.29","7.49","2.46","3.93","3.96","","0.0","0.1","","999.0","15849"
"Fernando Romero","MIN","0","1","1.0","0","0","0","0","0","1","0","0","1","0","1.34","9.36","3.97","3.86","3.85","","0.0","0.1","","999.0","15885"
"Josh Dye","KCR","0","18","18.0","1","1","0","0","1","18","8","2","14","6","1.38","6.76","3.22","4.13","4.25","","0.0","0.1","","999.0","sa3007485"
"Scott Effross","NYY","0","1","1.0","0","0","0","0","0","1","0","0","1","0","1.24","8.69","2.69","3.78","3.82","","0.0","0.1","","999.0","18384"
"Manny Bañuelos","","0","1","1.0","0","0","0","0","0","1","0","0","1","0","1.35","9.01","3.87","3.86","3.98","","0.0","0.1","","999.0","5365"
"Mick Abel","PHI","2","2","9.0","0","1","1","0","0","10","5","2","7","4","1.49","7.24","4.16","5.18","5.25","","0.0","0.0","","999.0","sa3014534"
"Brooks Wilson","ATL","0","1","1.0","0","0","0","0","0","1","0","0","1","0","1.34","9.43","3.67","4.07","3.95","","0.0","0.1","","999.0","sa3006966"
"Eric Orze","NYM","0","1","1.0","0","0","0","0","0","1","0","0","1","0","1.26","9.11","3.18","3.85","3.91","","0.0","0.1","","999.0","sa3014793"
"Tyler Chatwood","","0","1","1.0","0","0","0","0","0","1","0","0","1","0","1.40","8.60","4.11","3.95","4.03","","0.0","0.1","","999.0","4338"
"Kyle Cody","TEX","0","1","1.0","0","0","0","0","0","1","0","0","1","0","1.31","8.56","3.21","4.02","4.00","","0.0","0.1","","999.0","19686"
"Jackson Stephens","","0","1","1.0","0","0","0","0","0","1","0","0","1","0","1.35","8.29","3.53","4.10","4.10","","0.0","0.1","","999.0","14420"
"Garrett Richards","","0","1","1.0","0","0","0","0","0","1","0","0","1","0","1.33","7.89","3.06","4.06","4.04","","0.0","0.1","","999.0","9784"
"Ryan Weber","","0","1","1.0","0","0","0","0","0","1","0","0","1","0","1.29","6.29","1.84","4.08","4.05","","0.0","0.1","","999.0","10160"
"José De León","","0","1","1.0","0","0","0","0","0","1","0","0","1","0","1.34","9.51","4.00","4.05","4.06","","0.0","0.1","","999.0","15463"
"Evan Marshall","","0","1","1.0","0","0","0","0","0","1","0","0","1","0","1.36","8.05","3.43","4.06","4.07","","0.0","0.1","","999.0","12297"
"Andres Nunez","KCR","0","1","1.0","0","0","0","0","0","1","0","0","1","0","1.38","7.01","3.29","4.08","4.11","","0.0","0.1","","999.0","sa3006796"
"Casey Lawrence","","0","1","1.0","0","0","0","0","0","1","0","0","1","0","1.22","7.23","1.67","4.03","3.98","","0.0","0.1","","999.0","11121"
"Jake Jewell","","0","1","1.0","0","0","0","0","0","1","0","0","1","0","1.38","7.76","3.50","4.04","4.08","","0.0","0.1","","999.0","16958"
"Trey Wingenter","","0","1","1.0","0","0","0","0","0","1","0","0","1","0","1.34","9.75","3.97","4.14","4.09","","0.0","0.1","","999.0","17793"
"Sam Dyson","","0","1","1.0","0","0","0","0","0","1","0","0","1","0","1.35","7.15","2.88","4.18","4.10","","0.0","0.0","","999.0","11710"
"DJ Johnson","","0","1","1.0","0","0","0","0","0","1","0","0","1","0","1.36","8.88","3.84","4.08","4.10","","0.0","0.1","","999.0","12578"
"Buddy Boshers","","0","1","1.0","0","0","0","0","0","1","0","0","1","0","1.36","8.75","3.71","4.08","4.11","","0.0","0.1","","999.0","8490"
"Adam Morgan","","0","1","1.0","0","0","0","0","0","1","0","0","1","0","1.33","8.38","3.39","4.05","4.11","","0.0","0.1","","999.0","12580"
"Albert Abreu","NYY","0","1","1.0","0","0","0","0","0","1","0","0","1","0","1.35","9.80","4.13","3.87","3.97","","0.0","0.1","","999.0","17485"
"Marc Church","TEX","0","1","1.0","0","0","0","0","0","1","0","0","1","0","1.32","8.93","3.50","4.07","4.08","","0.0","0.1","","999.0","sa3015080"
"Eli Villalobos","MIA","0","18","18.0","1","1","0","0","1","17","8","2","17","7","1.36","8.31","3.66","4.11","4.15","","0.0","0.0","","999.0","sa3007997"
"Matt Dermody","","0","1","1.0","0","0","0","0","0","1","0","0","1","0","1.30","7.22","2.61","3.92","4.02","","0.0","0.1","","999.0","14844"
"Ross Detwiler","CIN","0","1","1.0","0","0","0","0","0","1","0","0","1","0","1.37","8.61","3.38","4.41","4.44","","0.0","0.0","","999.0","2859"
"Grant Hartwig","NYM","0","1","1.0","0","0","0","0","0","1","0","0","1","0","1.35","8.88","3.86","3.90","4.01","","0.0","0.1","","999.0","sa3017599"
"Wei-Chieh Huang","PIT","0","1","1.0","0","0","0","0","0","1","0","0","1","0","1.33","8.53","3.38","4.24","4.18","","0.0","0.0","","999.0","17508"
"Jesse Hahn","","0","1","1.0","0","0","0","0","0","1","0","0","1","0","1.36","8.97","3.90","4.11","4.13","","0.0","0.1","","999.0","13287"
"Cody Reed","","0","1","1.0","0","0","0","0","0","1","0","0","1","0","1.41","8.12","3.93","4.05","4.13","","0.0","0.1","","999.0","15232"
"Jose A. Ferrer","WSN","0","1","1.0","0","0","0","0","0","1","0","0","1","0","1.37","7.62","3.44","4.16","4.30","","0.0","0.0","","999.0","sa3006373"
"Colin Rea","","0","1","1.0","0","0","0","0","0","1","0","0","1","0","1.29","7.42","2.44","4.19","4.13","","0.0","0.0","","999.0","12317"
"Justin Anderson","","0","1","1.0","0","0","0","0","0","1","0","0","1","0","1.38","9.05","4.19","4.06","4.14","","0.0","0.1","","999.0","16201"
"Mason Englert","DET","0","40","40.0","2","2","0","0","1","39","18","5","35","13","1.29","7.79","2.84","4.15","4.16","","0.0","0.0","","999.0","sa3015036"
"Ian Krol","","0","1","1.0","0","0","0","0","0","1","0","0","1","0","1.37","8.71","3.91","4.02","4.14","","0.0","0.1","","999.0","10066"
"Tanner Tully","","0","1","1.0","0","0","0","0","0","1","0","0","1","0","1.31","6.31","2.32","4.13","4.27","","0.0","0.1","","999.0","19518"
"Josh Osich","","0","1","1.0","0","0","0","0","0","1","0","0","1","0","1.34","7.65","2.98","4.13","4.15","","0.0","0.1","","999.0","11528"
"J.B. Wendelken","","0","1","1.0","0","0","0","0","0","1","0","0","1","0","1.35","8.49","3.65","4.04","4.08","","0.0","0.1","","999.0","14506"
"Jesse Biddle","","0","1","1.0","0","0","0","0","0","1","0","0","1","0","1.41","8.60","4.22","4.02","4.15","","0.0","0.1","","999.0","11437"
"Sam Gaviglio","","0","1","1.0","0","0","0","0","0","1","0","0","1","0","1.35","7.20","2.74","4.24","4.15","","0.0","0.0","","999.0","12778"
"Daniel Duarte","CIN","0","1","1.0","0","0","0","0","0","1","1","0","1","0","1.44","9.30","4.36","4.72","4.64","","0.0","0.0","","999.0","17480"
"Jesús Liranzo","","0","1","1.0","0","0","0","0","0","1","0","0","1","0","1.35","8.84","3.69","4.19","4.16","","0.0","0.0","","999.0","sa658076"
"Foster Griffin","","0","1","1.0","0","0","0","0","0","1","0","0","1","0","1.34","7.84","3.34","3.91","4.06","","0.0","0.1","","999.0","16432"
"Coleman Huntley","ATL","0","1","1.0","0","0","0","0","0","1","0","0","1","0","1.39","7.77","3.35","4.19","4.09","","0.0","0.0","","999.0","sa3014912"
"Parker Mushinski","HOU","0","26","26.0","1","1","0","0","1","24","11","3","24","11","1.34","8.35","3.65","3.86","4.07","","0.0","0.1","","999.0","21324"
"Jacob Waguespack","","0","1","1.0","0","0","0","0","0","1","0","0","1","0","1.33","7.62","2.94","4.18","4.17","","0.0","0.0","","999.0","18318"
"Adrian Hernandez","","0","1","1.0","0","0","0","0","0","1","0","0","1","0","1.34","9.45","4.05","4.11","4.20","","0.0","0.1","","999.0","sa3006177"
"Cody Poteet","","0","1","1.0","0","0","0","0","0","1","0","0","1","0","1.31","8.93","3.42","4.08","4.08","","0.0","0.1","","999.0","18769"
"Aaron Wilkerson","","0","1","1.0","0","0","0","0","0","1","0","0","1","0","1.27","8.14","2.59","4.19","4.18","","0.0","0.1","","999.0","16904"
"Ian Hamilton","","0","1","1.0","0","0","0","0","0","1","0","0","1","0","1.38","8.80","4.12","4.01","4.08","","0.0","0.1","","999.0","19261"
"Lucas Jacobsen","TEX","0","1","1.0","0","0","0","0","0","1","0","0","1","0","1.36","9.07","3.91","4.06","4.15","","0.0","0.1","","999.0","sa918634"
"Sean Newcomb","","0","1","1.0","0","0","0","0","0","1","0","0","1","1","1.42","8.93","4.50","4.25","4.38","","0.0","0.0","","999.0","16943"
"Clayton Andrews","MIL","0","1","1.0","0","0","0","0","0","1","0","0","1","0","1.39","9.04","4.28","4.04","4.23","","0.0","0.1","","999.0","sa3007226"
"Max Kranick","PIT","0","1","1.0","0","0","0","0","0","1","0","0","1","0","1.34","7.57","3.08","4.39","4.44","","0.0","0.0","","999.0","22175"
"Jace Fry","","0","1","1.0","0","0","0","0","0","1","0","0","1","0","1.45","8.28","4.46","4.00","4.19","","0.0","0.1","","999.0","16159"
"Anthony Vizcaya","","0","1","1.0","0","0","0","0","0","1","0","0","1","0","1.39","8.15","3.73","4.19","4.20","","0.0","0.0","","999.0","sa657689"
"Wilmer Font","","0","1","1.0","0","0","0","0","0","1","0","0","1","0","1.30","8.59","3.07","4.22","4.20","","0.0","0.0","","999.0","5257"
"R.J. Alaniz","","0","1","1.0","0","0","0","0","0","1","0","0","1","0","1.36","8.39","3.55","4.22","4.20","","0.0","0.0","","999.0","10819"
"Anthony Banda","","0","1","1.0","0","0","0","0","0","1","0","0","1","0","1.36","8.17","3.55","4.14","4.23","","0.0","0.1","","999.0","14706"
"Chaz Roe","","0","1","1.0","0","0","0","0","0","1","0","0","1","0","1.39","8.52","3.95","4.23","4.21","","0.0","0.0","","999.0","9866"
"Randy Rosario","","0","1","1.0","0","0","0","0","0","1","0","0","1","0","1.41","7.76","3.70","4.12","4.21","","0.0","0.1","","999.0","14508"
"Rex Brothers","","0","1","1.0","0","0","0","0","0","1","0","0","1","1","1.38","10.04","4.59","4.13","4.21","","0.0","0.1","","999.0","9794"
"Brad Wieck","CHC","0","1","1.0","0","0","0","0","0","1","0","0","1","0","1.34","9.74","4.05","4.14","4.20","","0.0","0.1","","999.0","16390"
"Paul Fry","","0","1","1.0","0","0","0","0","0","1","0","0","1","0","1.43","8.60","4.40","3.96","4.11","","0.0","0.1","","999.0","15832"
"Greg Holland","","0","1","1.0","0","0","0","0","0","1","0","0","1","0","1.35","8.72","3.62","4.12","4.11","","0.0","0.1","","999.0","7196"
"Jeremy Beasley","","0","1","1.0","0","0","0","0","0","1","0","0","1","0","1.31","9.77","3.80","4.09","4.15","","0.0","0.1","","999.0","20205"
"Art Warren","","0","1","1.0","0","0","0","0","0","1","0","0","1","0","1.36","9.03","3.86","4.19","4.13","","0.0","0.1","","999.0","18251"
"Keynan Middleton","ARI","0","1","1.0","0","0","0","0","0","1","0","0","1","0","1.37","8.39","3.66","4.48","4.36","","0.0","0.0","","999.0","15264"
"Shawn Morimando","","0","1","1.0","0","0","0","0","0","1","0","0","1","0","1.37","7.40","3.18","4.15","4.23","","0.0","0.1","","999.0","13606"
"Sam Clay","","0","1","1.0","0","0","0","0","0","1","0","0","1","0","1.42","7.31","3.72","3.97","4.13","","0.0","0.1","","999.0","16279"
"Nik Turley","","0","1","1.0","0","0","0","0","0","1","0","0","1","0","1.36","8.93","3.93","4.12","4.23","","0.0","0.1","","999.0","5530"
"Spencer Patton","","0","1","1.0","0","0","0","0","0","1","0","0","1","0","1.38","8.40","3.78","4.30","4.32","","0.0","0.0","","999.0","12361"
"Shane Baz","TBR","0","0","1.0","0","0","0","0","0","1","0","0","1","0","1.16","9.77","2.66","3.51","3.50","","0.0","0.0","","999.0","22264"
"Walker Buehler","LAD","0","0","1.0","0","0","0","0","0","1","0","0","1","0","1.25","8.71","2.44","4.01","3.87","","0.0","0.0","","999.0","19374"
"Trevor Bauer","LAD","0","0","1.0","0","0","0","0","0","1","0","0","1","0","1.22","9.88","2.77","4.03","3.92","","0.0","0.0","","999.0","12703"
"Huascar Ynoa","ATL","0","0","1.0","0","0","0","0","0","1","0","0","1","0","1.34","8.80","3.31","4.19","3.96","","0.0","0.0","","999.0","20468"
"Brant Hurter","DET","0","0","1.0","0","0","0","0","0","1","0","0","1","0","1.33","7.02","2.77","4.02","4.02","","0.0","0.0","","999.0","sa3018091"
"Hyun Jin Ryu","TOR","0","0","1.0","0","0","0","0","0","1","0","0","1","0","1.26","7.09","2.03","4.02","4.05","","0.0","0.0","","999.0","14444"
"Max Meyer","MIA","0","0","1.0","0","0","0","0","0","1","0","0","1","0","1.34","8.00","3.26","4.10","4.05","","0.0","0.0","","999.0","27474"
"Chris Paddack","MIN","0","0","1.0","0","0","0","0","0","1","0","0","1","0","1.26","7.70","2.08","4.24","4.07","","0.0","0.0","","999.0","20099"
"Landen Roupp","SFG","0","0","1.0","0","0","0","0","0","1","0","0","1","0","1.37","7.94","3.45","4.20","4.09","","0.0","0.0","","999.0","sa3017869"
"Masahiro Tanaka","","0","0","1.0","0","0","0","0","0","1","0","0","1","0","1.28","7.09","2.04","4.19","4.14","","0.0","0.0","","999.0","15764"
"Wilmer Flores","DET","0","0","1.0","0","0","0","0","0","1","0","0","1","0","1.32","7.29","2.84","4.19","4.16","","0.0","0.0","","999.0","sa3015223"
"Daniel Espino","CLE","0","0","1.0","0","0","0","0","0","1","0","0","1","0","1.32","8.93","3.47","4.18","4.18","","0.0","0.0","","999.0","sa3011495"
"J.T. Ginn","OAK","0","0","1.0","0","0","0","0","0","1","0","0","1","0","1.37","6.48","2.93","4.17","4.20","","0.0","0.0","","999.0","sa3014428"
"Jacob Lopez","TBR","0","0","1.0","0","0","0","0","0","1","0","0","1","0","1.32","8.20","3.29","4.08","4.21","","0.0","0.0","","999.0","sa3008338"
"Mason Montgomery","TBR","0","0","1.0","0","0","0","0","0","1","0","0","1","0","1.33","8.10","3.40","4.06","4.22","","0.0","0.0","","999.0","sa3017306"
"Jake Eder","MIA","0","0","1.0","0","0","0","0","0","1","0","0","1","0","1.36","7.94","3.47","4.16","4.24","","0.0","0.0","","999.0","sa3014917"
"Tyler Herb","MIL","0","0","1.0","0","0","0","0","0","1","0","0","1","0","1.33","6.43","2.37","4.24","4.26","","0.0","0.0","","999.0","sa829625"
"Tsuyoshi Wada","","0","0","1.0","0","0","0","0","0","1","0","0","1","0","1.34","7.71","2.97","4.31","4.31","","0.0","0.0","","999.0","13046"
"Owen White","TEX","0","0","1.0","0","0","0","0","0","1","0","0","1","0","1.35","7.75","3.06","4.37","4.32","","0.0","0.0","","999.0","sa3014481"
"Kwang Hyun Kim","","0","0","1.0","0","0","0","0","0","1","0","0","1","0","1.36","7.16","2.90","4.31","4.32","","0.0","0.0","","999.0","27458"
"Logan Allen","CLE","0","0","1.0","0","0","0","0","0","1","0","0","1","0","1.31","8.30","3.24","4.20","4.33","","0.0","0.0","","999.0","sa3014444"
"Casey Mize","DET","0","0","1.0","0","0","0","0","0","1","0","0","1","0","1.34","7.03","2.65","4.45","4.34","","0.0","0.0","","999.0","20492"
"Brendan McKay","","0","0","1.0","0","0","0","0","0","1","0","0","1","0","1.32","8.30","3.12","4.33","4.34","","0.0","0.0","","999.0","20186"
"Ricky Tiedemann","TOR","0","0","1.0","0","0","0","0","0","1","0","0","1","0","1.35","8.36","3.57","4.22","4.35","","0.0","0.0","","999.0","sa3018096"
"Bryce Miller","SEA","0","0","1.0","0","0","0","0","0","1","0","0","1","0","1.31","7.86","3.09","4.23","4.37","","0.0","0.0","","999.0","sa3017414"
"Logan Ondrusek","","0","0","1.0","0","0","0","0","0","1","1","0","1","0","1.37","6.79","2.66","4.59","4.38","","0.0","0.0","","999.0","3677"
"Matt Canterino","MIN","0","0","1.0","0","0","0","0","0","1","1","0","1","0","1.37","8.71","3.63","4.52","4.40","","0.0","0.0","","999.0","sa3011530"
"CC Sabathia","","0","0","1.0","0","0","0","0","0","1","0","0","1","0","1.36","7.39","2.96","4.45","4.42","","0.0","0.0","","999.0","404"
"Dax Fulton","MIA","0","0","1.0","0","0","0","0","0","1","0","0","1","0","1.44","6.97","3.71","4.33","4.42","","0.0","0.0","","999.0","sa3014535"
"Daulton Jefferies","OAK","0","0","1.0","0","0","0","0","0","1","0","0","1","0","1.33","6.25","2.27","4.48","4.43","","0.0","0.0","","999.0","19345"
"Tanner Bibee","CLE","0","0","1.0","0","0","0","0","0","1","0","0","1","0","1.28","7.81","2.59","4.43","4.44","","0.0","0.0","","999.0","sa3018170"
"Ryan Murphy","SFG","0","0","1.0","0","0","0","0","0","1","1","0","1","0","1.41","7.81","3.56","4.62","4.44","","0.0","0.0","","999.0","sa3014871"
"Scott Kazmir","","0","0","1.0","0","0","0","0","0","1","0","0","1","0","1.36","7.34","3.00","4.43","4.44","","0.0","0.0","","999.0","4897"
"Sean Hunley","TBR","0","0","1.0","0","0","0","0","0","1","0","0","1","0","1.38","6.05","2.71","4.41","4.45","","0.0","0.0","","999.0","sa3017316"
"Dylan Dodd","ATL","0","0","1.0","0","0","0","0","0","1","0","0","1","0","1.36","6.78","2.60","4.48","4.45","","0.0","0.0","","999.0","sa3017684"
"Allan Winans","ATL","0","0","1.0","0","0","0","0","0","1","1","0","1","0","1.41","6.68","2.97","4.59","4.45","","0.0","0.0","","999.0","sa3007580"
"Jordan Wicks","CHC","0","0","1.0","0","0","0","0","0","1","0","0","1","0","1.38","7.30","3.21","4.40","4.46","","0.0","0.0","","999.0","sa3017894"
"Brady Feigl","OAK","0","0","1.0","0","0","0","0","0","1","0","0","1","0","1.40","6.67","3.24","4.43","4.47","","0.0","0.0","","999.0","sa3007455"
"T.J. Sikkema","KCR","0","0","1.0","0","0","0","0","0","1","0","0","1","0","1.42","6.69","3.46","4.42","4.47","","0.0","0.0","","999.0","sa3011191"
"Keaton Winn","SFG","0","0","1.0","0","0","0","0","0","1","1","0","1","0","1.42","6.49","3.07","4.67","4.48","","0.0","0.0","","999.0","sa3006968"
